id,token,tag
0,Под,O
1,наблюдением,O
2,находились,O
3,145,O
4,мужчин,O
5,",",O
6,из,O
7,них,O
8,112,O
9,злоупотребляющих,O
10,алкоголем,O
11,",",O
12,в,O
13,возрасте,O
14,от,O
15,26,O
16,до,O
17,60,O
18,лет,O
19,.,O
20,Обследование,O
21,проводилось,O
22,в,O
23,сроки,O
24,воздержания,O
25,от,O
26,приёма,O
27,алкоголя,O
28,от,O
29,15,O
30,до,O
31,60,O
32,дней,O
33,.,O
34,Всем,O
35,участникам,O
36,проводились,Contrib
37,клинические,Contrib
38,",",Contrib
39,биохимические,Contrib
40,и,Contrib
41,электрокардиографические,Contrib
42,обследования,Contrib
43,.,O
44,Измерение,Contrib
45,электрических,Contrib
46,и,Contrib
47,вязкоупругих,Contrib
48,характеристик,Contrib
49,эритроцитов,Contrib
50,осуществляли,O
51,методом,Method
52,диэлектрофореза,Method
53,.,O
54,Экспериментально,O
55,установлено,O
56,",",O
57,что,O
58,жёсткость,Conc
59,",",Conc
60,вязкость,Conc
61,",",Conc
62,электрическая,Conc
63,проводимость,Conc
64,мембраны,Conc
65,эритроцитов,Conc
66,увеличиваются,Conc
67,при,Conc
68,алкогольном,Conc
69,поражении,Conc
70,сердца,Conc
71,(,Conc
72,АПС,Conc
73,),Conc
74,.,O
75,Выявлены,Conc
76,достоверные,Conc
77,различия,Conc
78,в,Conc
79,показателях,Conc
80,жёсткости,Conc
81,",",Conc
82,вязкости,Conc
83,",",Conc
84,степени,Conc
85,поляризуемости,Conc
86,",",Conc
87,проводимости,Conc
88,мембраны,Conc
89,эритроцитов,Conc
90,между,Conc
91,больными,Conc
92,с,Conc
93,АПС,Conc
94,",",Conc
95,пациентами,Conc
96,",",Conc
97,злоупотребляющими,Conc
98,алкоголем,Conc
99,без,Conc
100,признаков,Conc
101,АПС,Conc
102,и,Conc
103,группой,Conc
104,здоровых,Conc
105,лиц,Conc
106,.,O
107,Установлены,Conc
108,корреляции,Conc
109,между,Conc
110,электрическими,Conc
111,и,Conc
112,вязко-упругими,Conc
113,характеристиками,Conc
114,эритроцитов,Conc
115,и,Conc
116,показателями,Conc
117,биоэлектрической,Conc
118,активности,Conc
119,миокарда,Conc
120,(,Conc
121,по,Conc
122,данным,Conc
123,ЭКГ,Conc
124,),Conc
125,",",Conc
126,традиционными,Conc
127,биохимическими,Conc
128,параметрами,Conc
129,.,O
