id,token,tag
0,Изучена,Contrib
1,эффективность,Contrib
2,различных,Contrib
3,типов,Contrib
4,операций,Contrib
5,на,Contrib
6,нижней,Contrib
7,косой,Contrib
8,мышце,Contrib
9,при,Contrib
10,хирургическом,Contrib|Task
11,лечении,Contrib|Task
12,детей,Contrib|Task
13,с,Contrib|Task
14,вертикальным,Contrib|Task
15,косоглазием,Contrib|Task
16,в,Contrib
17,зависимости,Contrib
18,от,Contrib
19,величины,Contrib
20,гипертропии,Contrib
21,и,Contrib
22,степени,Contrib
23,выраженности,Contrib
24,ее,Contrib
25,гиперфункции,Contrib
26,.,O
27,Проанализированы,Contrib
28,результаты,Contrib
29,хирургического,Contrib
30,лечения,Contrib
31,80,Contrib
32,детей,Contrib
33,",",Contrib
34,имевших,Contrib
35,сходящееся,Contrib
36,содружественное,Contrib
37,косоглазие,Contrib
38,с,Contrib
39,вертикальным,Contrib
40,компонентом,Contrib
41,",",Contrib
42,обусловленным,Contrib
43,парезом,Contrib
44,верхней,Contrib
45,косой,Contrib
46,мышцы,Contrib
47,и,Contrib
48,гиперфункцией,Contrib
49,нижней,Contrib
50,косой,Contrib
51,мышцы,Contrib
52,.,O
53,В,O
54,зависимости,O
55,от,O
56,величины,O
57,гипертропии,O
58,и,O
59,степени,O
60,выраженности,O
61,гиперфункции,O
62,нижней,O
63,косой,O
64,мышцы,O
65,выполняли,O
66,миэктомию,O
67,нижней,O
68,косой,O
69,мышцы,O
70,либо,O
71,ее,O
72,рецессию,O
73,с,O
74,антериоризацией,O
75,.,O
76,При,O
77,резко,O
78,выраженной,O
79,гиперфункции,O
80,и,O
81,большом,O
82,угле,O
83,вертикальной,O
84,девиации,O
85,антериоризацию,O
86,дополняли,O
87,J-деформацией,O
88,свободного,O
89,края,O
90,нижней,O
91,косой,O
92,мышцы,O
93,.,O
94,Дифференцированный,Conc
95,подход,Conc
96,к,Conc
97,выбору,Conc
98,оперативного,Conc
99,вмешательства,Conc
100,на,Conc
101,нижней,Conc
102,косой,Conc
103,мышце,Conc
104,позволил,Conc
105,устранить,Conc
106,вертикальную,Conc
107,девиацию,Conc
108,у,Conc
109,всех,Conc
110,пациентов,Conc
111,",",O
112,что,O
113,создало,O
114,условия,O
115,для,O
116,дальнейшего,O
117,функционального,O
118,лечения,O
119,.,O
