id,token,tag
0,Изучено,Contrib
1,состояние,Contrib
2,общего,Contrib
3,имунного,Contrib
4,статуса,Contrib
5,и,Contrib
6,экспрессия,Contrib
7,м-РНК,Contrib
8,интерлейкина,Contrib
9,1,Contrib
10,",",Contrib
11,4,Contrib
12,",",Contrib
13,6,Contrib
14,",",Contrib
15,10,Contrib
16,",",Contrib
17,фактора,Contrib
18,невроза,Contrib
19,опухоли-альфа,Contrib
20,(,Contrib
21,ФНО-α,Contrib
22,),Contrib
23,у,Contrib
24,больных,Contrib
25,с,Contrib
26,рассеянным,Contrib
27,склерозом,Contrib
28,(,Contrib
29,РС,Contrib
30,),Contrib
31,до,Contrib
32,лечения,Contrib
33,и,Contrib
34,после,Contrib
35,применения,Contrib
36,в,Contrib
37,программе,Contrib
38,лечения,Contrib
39,данного,Contrib
40,заболевания,Contrib
41,эфферентных,Contrib|Method
42,методов,Contrib|Method
43,детоксикации,Contrib|Method
44,(,Contrib
45,модифицированный,Contrib|Method
46,плазмаферез,Contrib|Method
47,",",Contrib
48,модифицированный,Contrib|Method
49,лимфоцитаферез,Contrib|Method
50,),Contrib
51,по,Contrib
52,сравнению,Contrib
53,с,Contrib
54,традиционной,Contrib
55,консервативной,Contrib
56,терапией,Contrib
57,.,O
58,Обследовано,Contrib
59,149,Contrib
60,человек,Contrib
61,с,Contrib
62,рассеянным,Contrib
63,склерозом,Contrib
64,.,O
65,Основой,O
66,для,O
67,анализа,O
68,эффективности,O
69,проводимого,O
70,лечения,O
71,была,O
72,динамика,O
73,показателей,O
74,общего,O
75,иммунного,O
76,статуса,O
77,",",O
78,неврологического,O
79,статуса,O
80,.,O
81,Субпопуляции,O
82,лимфоцитов,O
83,определяли,O
84,с,O
85,помощью,O
86,моноклональных,O
87,антител,O
88,иммунофлуоресцентным,Method
89,методом,Method
90,",",O
91,частоту,O
92,экспрессии,O
93,указанных,O
94,генов,O
95,цитокинов,O
96,определяли,O
97,в,O
98,мононуклеарных,O
99,клетках,O
100,периферической,O
101,крови,O
102,методом,Method
103,обратно-транскриптазной,Method
104,полимеразной,Method
105,цепной,Method
106,реакции,Method
107,.,O
108,Предложенные,Conc
109,эфферентные,Conc
110,технологии,Conc
111,достоверно,Conc
112,эффективнее,Conc
113,корригировали,Conc
114,нарушения,Conc
115,специфической,Conc
116,реактивности,Conc
117,организма,Conc
118,и,Conc
119,неврологический,Conc
120,дефицит,Conc
121,в,Conc
122,сравнении,Conc
123,с,Conc
124,методами,Conc
125,терапии,Conc
126,в,Conc
127,контрольной,Conc
128,группе,Conc
129,.,O
130,Среди,Conc
131,эфферентных,Conc
132,технологий,Conc
133,метод,Conc|Method
134,аппаратного,Conc|Method
135,лимфоцитафереза,Conc|Method
136,показал,Conc
137,наиболее,Conc
138,значимые,Conc
139,возможности,Conc
140,как,Conc
141,в,Conc
142,коррекции,Conc|Task
143,неврологических,Conc|Task
144,нарушений,Conc|Task
145,",",Conc
146,так,Conc
147,и,Conc
148,в,Conc
149,коррекции,Conc|Task
150,расстройств,Conc|Task
151,специфической,Conc|Task
152,реактивности,Conc|Task
153,организма,Conc|Task
154,.,O
