id,token,tag
0,Проведен,Contrib
1,анализ,Contrib
2,диагностического,Contrib
3,обследования,Contrib
4,112,Contrib
5,пациентов,Contrib
6,с,Contrib
7,экзофорией,Contrib
8,",",Contrib
9,с,Contrib
10,определением,Contrib
11,БТК,Contrib
12,",",Contrib
13,введение,Contrib
14,нового,Contrib
15,показателя,Contrib
16,величины,Contrib
17,выраженности,Contrib
18,V-синдрома,Contrib
19,",",Contrib
20,угла,Contrib
21,косоглазия,Contrib
22,по,Contrib
23,горизонтали,Contrib
24,",",Contrib
25,степень,Contrib
26,компенсации,Contrib
27,экзофории,Contrib
28,.,O
29,У,Conc
30,70,Conc
31,пациентов,Conc
32,выявлено,Conc
33,наличие,Conc
34,экзофории,Conc
35,с,Conc
36,V-синдромом,Conc
37,без,Conc
38,гиперфункции,Conc
39,нижних,Conc
40,косых,Conc
41,мышц,Conc
42,.,O
43,Основной,O
44,группе,O
45,(,O
46,ОГ,O
47,),O
48,больных,O
49,проведена,O
50,коррекция,O
51,горизонтального,O
52,угла,O
53,косоглазия,O
54,с,O
55,вертикальной,Method
56,транспозицией,Method
57,.,O
58,Разработана,Contrib
59,новая,Contrib
60,техника,Contrib
61,выполнения,Contrib
62,усиливающей,Contrib
63,операции,Contrib
64,–,Contrib
65,срединной,Contrib|Method
66,дупликатуры,Contrib|Method
67,с,Contrib
68,учетом,Contrib
69,введения,Contrib
70,нового,Contrib
71,показателя,Contrib
72,выраженности,Contrib
73,V-синдрома,Contrib
74,.,O
75,В,O
76,группе,O
77,сравнения,O
78,(,O
79,ГС,O
80,),O
81,не,O
82,проводилась,O
83,вертикальная,Method
84,транспозиция,Method
85,и,O
86,выполнена,O
87,усиливающая,O
88,операция,O
89,–,O
90,резекция,Method
91,.,O
92,После,Conc
93,проведения,Conc
94,хирургического,Conc
95,лечения,Conc
96,в,Conc
97,сравниваемых,Conc
98,группах,Conc
99,отмечалось,Conc
100,уменьшение,Conc
101,величины,Conc
102,девиации,Conc
103,по,Conc
104,горизонтали,Conc
105,с,Conc
106,увеличением,Conc
107,конвергентных,Conc
108,резервов,Conc
109,(,Conc
110,БТК,Conc
111,),Conc
112,.,O
113,В,Conc
114,ОГ,Conc
115,преобладало,Conc
116,устранение,Conc
117,V-синдрома,Conc
118,и,Conc
119,компенсация,Conc
120,фории,Conc
121,.,O
122,В,Conc
123,ГС,Conc
124,V-синдром,Conc
125,сохранялся,Conc
126,",",Conc
127,экзофория,Conc
128,была,Conc
129,субкомпенсирована,Conc
130,.,O
131,Вертикальная,Conc|Method
132,транспозиция,Conc|Method
133,с,Conc
134,использованием,Conc
135,срединной,Conc|Method
136,дупликатуры,Conc|Method
137,является,Conc
138,методом,Conc
139,выбора,Conc
140,хирургического,Conc
141,лечения,Conc
142,данной,Conc
143,патологии,Conc
144,с,Conc
145,получением,Conc
146,стойких,Conc
147,результатов,Conc
148,при,Conc
149,соблюдении,Conc
150,правил,Conc
151,диагностики,Conc
152,и,Conc
153,техники,Conc
154,выполнения,Conc
155,.,O
