id,token,tag
0,При,O
1,динамическом,Contrib
2,мониторинге,Contrib
3,показателей,Contrib
4,соматического,Contrib
5,состояния,Contrib
6,у,Contrib
7,10,Contrib
8,пациентов,Contrib
9,с,Contrib
10,меланомой,Contrib
11,хориоидеи,Contrib
12,после,Contrib
13,системного,Contrib
14,введения,Contrib
15,авастина,Contrib
16,перед,Contrib
17,лазеркоагуляцией,Contrib
18,опухоли,Contrib
19,ни,Conc
20,в,Conc
21,одном,Conc
22,случае,Conc
23,не,Conc
24,выявлено,Conc
25,существенных,Conc
26,изменений,Conc
27,показателей,Conc
28,системного,Conc
29,АД,Conc
30,",",Conc
31,эритроцитарного,Conc
32,ростка,Conc
33,крови,Conc
34,",",Conc
35,ЭКГ,Conc
36,",",Conc
37,наличия,Conc
38,аллергических,Conc
39,реакций,Conc
40,",",Conc
41,субъективных,Conc
42,неприятных,Conc
43,ощущений,Conc
44,.,O
45,При,O
46,этом,O
47,во,Conc
48,всех,Conc
49,10,Conc
50,глазах,Conc
51,были,Conc
52,созданы,Conc
53,более,Conc
54,оптимальные,Conc
55,условия,Conc
56,для,Conc
57,выполнения,Conc
58,лазеркоагуляции,Conc
59,опухоли,Conc
60,методом,Conc
61,транспупиллярной,Conc
62,термотерапии,Conc
63,(,O
64,достоверно,Conc
65,снизилась,Conc
66,высота,Conc
67,экссудативной,Conc
68,отслойки,Conc
69,сетчатки,Conc
70,",",O
71,произошла,Conc
72,частичная,Conc
73,редукция,Conc
74,собственной,Conc
75,сосудистой,Conc
76,сети,Conc
77,опухоли,Conc
78,),O
79,.,O
