id,token,tag
0,У,Contrib
1,103,Contrib
2,пациентов,Contrib
3,с,Contrib
4,острым,Contrib
5,инфарктом,Contrib
6,миокарда,Contrib
7,(,Contrib
8,ОИМ,Contrib
9,),Contrib
10,определена,Contrib
11,периферическа,Contrib
12,сосудистая,Contrib
13,реактивность,Contrib
14,к,Contrib
15,вазоактивным,Contrib
16,веществам,Contrib
17,прессорного,Contrib
18,и,Contrib
19,депрессорного,Contrib
20,механизмов,Contrib
21,действия,Contrib
22,.,O
23,Установлено,O
24,",",O
25,что,O
26,динамика,Conc
27,изменения,Conc
28,показателей,Conc
29,зависит,Conc
30,от,Conc
31,тяжести,Conc
32,течения,Conc
33,ОИМ,Conc
34,.,O
35,Определён,Contrib
36,уровень,Contrib
37,сосудистой,Contrib
38,реактивности,Contrib
39,к,Contrib
40,гистамину,Contrib
41,",",Contrib
42,позволяющий,Contrib
43,прогнозировать,Contrib
44,частоту,Contrib
45,наступления,Contrib
46,фатальных,Contrib
47,сердечно-сосудистых,Contrib
48,событий,Contrib
49,с,Contrib
50,чувствительностью,Contrib
51,59,Contrib
52,%,Contrib
53,и,Contrib
54,специфичностью,Contrib
55,84,Contrib
56,%,Contrib
57,.,O
58,Доказано,O
59,",",O
60,что,O
61,параметры,Conc
62,сосудистой,Conc
63,реактивности,Conc
64,тесно,Conc
65,кореллируют,Conc
66,с,Conc
67,показателями,Conc
68,дисфункции,Conc
69,эндотелия,Conc
70,.,O
