id,token,tag
0,Изучены,Contrib
1,клинико-лабораторные,Contrib
2,особенности,Contrib
3,течения,Contrib
4,воспалительных,Contrib
5,заболеваний,Contrib
6,придатков,Contrib
7,матки,Contrib
8,у,Contrib
9,164,Contrib
10,пациенток,Contrib
11,в,Contrib
12,возрасте,Contrib
13,от,Contrib
14,15,Contrib
15,до,Contrib
16,60,Contrib
17,лет,Contrib
18,.,O
19,Проведено,Contrib
20,рандомизированное,Contrib
21,клиническое,Contrib
22,испытание,Contrib
23,различных,Contrib
24,способов,Contrib
25,лимфотроптого,Contrib
26,введения,Contrib
27,антибиотиков,Contrib
28,в,Contrib
29,комплексном,Contrib
30,лечении,Contrib
31,данной,Contrib
32,патологии,Contrib
33,у,Contrib
34,женщин,Contrib
35,разных,Contrib
36,возрастных,Contrib
37,групп,Contrib
38,.,O
39,Показано,O
40,",",O
41,что,O
42,воспалительные,Conc
43,заболевания,Conc
44,придатков,Conc
45,матки,Conc
46,имеют,Conc
47,клинико-лабораторные,Conc
48,особенности,Conc
49,в,Conc
50,разные,Conc
51,возрастные,Conc
52,периоды,Conc
53,.,O
54,Дисбиоз,Conc
55,влагалища,Conc
56,и,Conc
57,вагинит,Conc
58,",",Conc
59,более,Conc
60,частое,Conc
61,выявление,Conc
62,хламидий,Conc
63,и,Conc
64,уреаплазм,Conc
65,у,Conc
66,девочек,Conc
67,",",Conc
68,не,Conc
69,имеющих,Conc
70,сексуального,Conc
71,опыта,Conc
72,",",Conc
73,может,Conc
74,свидетельствовать,Conc
75,в,Conc
76,пользу,Conc
77,возможного,Conc
78,восходящего,Conc
79,пути,Conc
80,инфицирования,Conc
81,с,Conc
82,развитием,Conc
83,первичсно,Conc
84,хронического,Conc
85,малосимптомного,Conc
86,процесса,Conc
87,в,Conc
88,придатках,Conc
89,матки,Conc
90,в,Conc
91,данной,Conc
92,возрастной,Conc
93,группе,Conc
94,.,O
95,Определённая,Conc
96,модель,Conc
97,поведения,Conc
98,сексуально-активных,Conc
99,девушек,Conc
100,способствует,Conc
101,выраженным,Conc
102,патологическим,Conc
103,изменениям,Conc
104,влагалищной,Conc
105,микрофлоры,Conc
106,",",Conc
107,которые,Conc
108,наряду,Conc
109,со,Conc
110,сниженной,Conc
111,реактивностью,Conc
112,местного,Conc
113,иммунитета,Conc
114,приводят,Conc
115,к,Conc
116,частому,Conc
117,развитию,Conc
118,остро,Conc
119,протекающих,Conc
120,воспалительных,Conc
121,процессов,Conc
122,с,Conc
123,осложнёнными,Conc
124,формами,Conc
125,.,O
126,Тяжёлому,Conc
127,гнойному,Conc
128,воспалению,Conc
129,придатков,Conc
130,матки,Conc
131,в,Conc
132,репродуктивном,Conc
133,возрасте,Conc
134,способствует,Conc
135,длительное,Conc
136,применение,Conc
137,ВМК,Conc
138,",",Conc
139,наличие,Conc
140,в,Conc
141,анамнезе,Conc
142,хронического,Conc
143,воспалительного,Conc
144,процесса,Conc
145,в,Conc
146,придатках,Conc
147,матки,Conc
148,",",Conc
149,нарушенного,Conc
150,биоценоза,Conc
151,влагалища,Conc
152,на,Conc
153,фоне,Conc
154,сниженных,Conc
155,показателей,Conc
156,местного,Conc
157,иммунитета,Conc
158,.,O
159,Частота,Conc
160,воспалительных,Conc
161,процессов,Conc
162,придатков,Conc
163,матки,Conc
164,в,Conc
165,старшей,Conc
166,возрастной,Conc
167,группе,Conc
168,снижается,Conc
169,с,Conc
170,угасанием,Conc
171,гормональной,Conc
172,функции,Conc
173,",",Conc
174,в,Conc
175,постменопаузе,Conc
176,требует,Conc
177,дифференциальной,Conc
178,диагностики,Conc
179,с,Conc
180,экстрагенитальной,Conc
181,патологией,Conc
182,.,O
183,Применение,Conc
184,комплексной,Conc|Method
185,лимфотропной,Conc|Method
186,антимикробной,Conc|Method
187,терапии,Conc|Method
188,при,Conc
189,воспалительных,Conc
190,заболеваниях,Conc
191,придатков,Conc
192,матки,Conc
193,в,Conc
194,разные,Conc
195,возрастные,Conc
196,периоды,Conc
197,повышает,Conc
198,эффективность,Conc
199,лечения,Conc
200,и,Conc
201,может,Conc
202,быть,Conc
203,рекомендовано,Conc
204,для,Conc
205,использования,Conc
206,в,Conc
207,клинике,Conc
208,.,O
