id,token,tag
0,Комплексное,O
1,использование,O
2,ультрафиолетового,Method
3,облучения,Method
4,крови,Method
5,",",O
6,дискретного,Method
7,плазмафереза,Method
8,с,O
9,реинфузией,Method
10,аутогенной,Method
11,клеточной,Method
12,массы,Method
13,крови,Method
14,после,O
15,инкубации,O
16,с,O
17,антибиотиком,O
18,и,O
19,глюкокортикоидами,O
20,является,O
21,эффективным,O
22,методом,O
23,уменьшения,Task
24,послеоперационного,Task
25,спайкообразования,Task
26,и,O
27,повышает,O
28,эффективность,O
29,эндоскопических,O
30,реконструктивно-пластических,O
31,операций,O
32,проведённых,O
33,по,O
34,поводу,O
35,трубно-перитонеального,O
36,бесплодия,O
37,",",O
38,что,O
39,позволило,O
40,восстановить,Contrib
41,репродуктивную,Contrib
42,функцию,Contrib
43,у,Contrib
44,"40,5",Contrib
45,%,Contrib
46,женщин,Contrib
47,с,Contrib
48,бесплодием,Contrib
49,трубно-перитонеального,Contrib
50,генеза,Contrib
51,.,O
