id,token,tag
0,Представлены,O
1,результаты,O
2,технико-технологического,Contrib
3,анализа,Contrib
4,поселенческой,Contrib
5,керамики,Contrib
6,барсовской,Contrib
7,культуры,Contrib
8,с,Contrib
9,селищ,Contrib
10,Барсова,Contrib
11,Гора,Contrib
12,I/50,Contrib
13,(,Contrib
14,20,Contrib
15,сосудов,Contrib
16,),Contrib
17,",",Contrib
18,Барсова,Contrib
19,Гора,Contrib
20,I/43,Contrib
21,(,Contrib
22,8,Contrib
23,сосудов,Contrib
24,),Contrib
25,",",Contrib
26,Барсова,Contrib
27,Гора,Contrib
28,III/4,Contrib
29,(,Contrib
30,10,Contrib
31,сосудов,Contrib
32,),Contrib
33,",",Contrib
34,Барцевка,Contrib
35,IV,Contrib
36,(,Contrib
37,15,Contrib
38,сосудов,Contrib
39,),Contrib
40,.,O
41,Целью,O
42,является,O
43,реконструкция,Contrib
44,содержания,Contrib
45,ступеней,Contrib
46,гончарного,Contrib
47,производства,Contrib
48,у,Contrib
49,носителей,Contrib
50,барсовской,Contrib
51,культуры,Contrib
52,.,O
53,Технико-технологический,O
54,анализ,O
55,проводился,O
56,по,O
57,методике,Method
58,",",Method
59,предложенной,Method
60,А.,Method
61,А.,Method
62,Бобринским,Method
63,.,O
64,На,O
65,всех,O
66,памятниках,O
67,гончарами,O
68,отбирался,O
69,один,O
70,вид,O
71,исходного,O
72,пластичного,O
73,сырья,O
74,–,O
75,ожелезненные,O
76,природные,O
77,глины,O
78,.,O
79,Установлено,O
80,",",O
81,что,O
82,гончары,Conc
83,на,Conc
84,разных,Conc
85,поселениях,Conc
86,отбирали,Conc
87,сырье,Conc
88,из,Conc
89,разных,Conc
90,глинищ,Conc
91,.,O
92,На,Conc
93,трех,Conc
94,поселениях,Conc
95,доминирующим,Conc
96,рецептом,Conc
97,является,Conc
98,Глина,Conc
99,+,Conc
100,Шамот,Conc
101,",",Conc
102,на,Conc
103,селище,Conc
104,Барцевка,Conc
105,IV,Conc
106,–,Conc
107,Глина,Conc
108,+,Conc
109,Шамот,Conc
110,+,Conc
111,Органический,Conc
112,раствор,Conc
113,.,O
114,Гончары,Conc
115,на,Conc
116,всех,Conc
117,поселениях,Conc
118,обладали,Conc
119,близкими,Conc
120,навыками,Conc
121,конструирования,Conc
122,начина,Conc
123,и,Conc
124,полого,Conc
125,тела,Conc
126,",",Conc
127,а,Conc
128,также,Conc
129,обжига,Conc
130,.,O
131,Это,O
132,позволяет,O
133,предположить,O
134,общность,Conc
135,традиций,Conc
136,населения,Conc
137,",",Conc
138,оставившего,Conc
139,эти,Conc
140,памятники,Conc
141,.,O
142,Различия,Conc
143,в,Conc
144,традициях,Conc
145,составления,Conc
146,формовочной,Conc
147,массы,Conc
148,на,Conc
149,разных,Conc
150,поселениях,Conc
151,могут,Conc
152,быть,Conc
153,связаны,Conc
154,с,Conc
155,хронологической,Conc
156,разницей,Conc
157,между,Conc
158,селищами,Conc
159,и,Conc
160,с,Conc
161,взаимодействием,Conc
162,носителей,Conc
163,барсовской,Conc
164,культуры,Conc
165,с,Conc
166,другими,Conc
167,культурными,Conc
168,группами,Conc
169,в,Conc
170,эпоху,Conc
171,поздней,Conc
172,бронзы,Conc
173,.,O
