id,token,tag
0,Представлены,O
1,результаты,O
2,анализа,Contrib
3,материалов,Contrib
4,погребения,Contrib
5,воина,Contrib
6,",",Contrib
7,раскопанного,Contrib
8,в,Contrib
9,составе,Contrib
10,некрополя,Contrib
11,эпохи,Contrib
12,Великого,Contrib
13,переселения,Contrib
14,народов,Contrib
15,Карбан,Contrib
16,I,Contrib
17,(,Contrib
18,Северный,Contrib
19,Алтай,Contrib
20,),Contrib
21,.,O
22,Основные,O
23,признаки,O
24,захоронения,O
25,(,O
26,небольшая,O
27,каменная,O
28,наземная,O
29,конструкция,O
30,овальной,O
31,формы,O
32,;,O
33,одиночная,O
34,ингумация,O
35,без,O
36,лошади,O
37,;,O
38,ориентировка,O
39,человека,O
40,головой,O
41,в,O
42,западный,O
43,сектор,O
44,горизонта,O
45,с,O
46,отклонением,O
47,на,O
48,север,O
49,;,O
50,неглубокая,O
51,могильная,O
52,яма,O
53,),O
54,позволяют,O
55,отнести,Conc
56,данный,Conc
57,объект,Conc
58,к,Conc
59,памятникам,Conc
60,карбанской,Conc
61,традиции,Conc
62,обрядовой,Conc
63,практики,Conc
64,населения,Conc
65,булан-кобинской,Conc
66,археологической,Conc
67,культуры,Conc
68,.,O
69,Морфологический,Contrib
70,анализ,Contrib
71,различных,Contrib
72,категорий,Contrib
73,сопроводительного,Contrib
74,инвентаря,Contrib
75,и,Contrib
76,их,Contrib
77,сопоставление,Contrib
78,с,Contrib
79,вещественными,Contrib
80,материалами,Contrib
81,из,Contrib
82,комплексов,Contrib
83,Центральной,Contrib
84,Азии,Contrib
85,стали,O
86,основанием,O
87,для,O
88,определения,Conc
89,датировки,Conc
90,комплекса,Conc
91,в,Conc
92,рамках,Conc
93,II–III,Conc
94,вв,Conc
95,.,Conc
96,н.,Conc
97,э.,Conc
98,Установлен,O
99,довольно,Conc
100,высокий,Conc
101,прижизненный,Conc
102,статус,Conc
103,умершего,Conc
104,человека,Conc
105,",",Conc
106,который,Conc
107,",",Conc
108,судя,Conc
109,по,Conc
110,составу,Conc
111,предметного,Conc
112,комплекса,Conc
113,",",Conc
114,являлся,Conc
115,профессиональным,Conc
116,воином,Conc
117,",",Conc
118,относившимся,Conc
119,к,Conc
120,социально,Conc
121,привилегированной,Conc
122,группе,Conc
123,населения,Conc
124,сяньбийского,Conc
125,периода,Conc
126,",",Conc
127,хоронившей,Conc
128,в,Conc
129,устье,Conc
130,р.,Conc
131,Карбан,Conc
132,.,O
