id,token,tag
0,Для,O
1,выяснения,Task
2,культурного,Task
3,состава,Task
4,племени,Task
5,мурома,Task
6,на,Task
7,разных,Task
8,этапах,Task
9,его,Task
10,истории,Task
11,были,O
12,привлечены,O
13,данные,O
14,о,O
15,двух,O
16,аспектах,O
17,гончарства,O
18,:,O
19,традициях,O
20,создания,O
21,форм,O
22,и,O
23,составления,O
24,формовочных,O
25,масс,O
26,.,O
27,Анализ,Contrib
28,форм,Contrib
29,679,Contrib
30,сосудов,Contrib
31,из,Contrib
32,муромских,Contrib
33,могильников,Contrib
34,позволил,O
35,выделить,Contrib
36,три,Contrib
37,традиции,Contrib
38,формообразования,Contrib
39,",",O
40,из,O
41,которых,O
42,первая,O
43,доминирует,O
44,на,O
45,раннем,O
46,и,O
47,среднем,O
48,этапах,O
49,и,O
50,представляет,O
51,изначальное,O
52,культурное,O
53,ядро,O
54,муромы,O
55,",",O
56,а,O
57,вторая,O
58,маркирует,O
59,распространение,O
60,в,O
61,среде,O
62,муромы,O
63,инокультурного,O
64,населения,O
65,.,O
66,Анализ,Contrib
67,формовочных,Contrib
68,масс,Contrib
69,был,Contrib
70,проведен,Contrib
71,для,Contrib
72,137,Contrib
73,сосудов,Contrib
74,из,Contrib
75,Подболотьевского,Contrib
76,могильника,Contrib
77,.,O
78,Он,O
79,показал,O
80,",",O
81,что,O
82,муромское,Conc
83,гончарство,Conc
84,сложилось,Conc
85,в,Conc
86,результате,Conc
87,смешения,Conc
88,носителей,Conc
89,навыков,Conc
90,добавления,Conc
91,примеси,Conc
92,дресвы,Conc
93,и,Conc
94,шамота,Conc
95,",",Conc
96,причем,Conc
97,для,Conc
98,муромы,Conc
99,среднего,Conc
100,этапа,Conc
101,характерен,Conc
102,преимущественно,Conc
103,смешанный,Conc
104,рецепт,Conc
105,составления,Conc
106,формовочной,Conc
107,массы,Conc
108,вида,Conc
109,Г,Conc
110,+,Conc
111,Д,Conc
112,+,Conc
113,Ш,Conc
114,+,Conc
115,Орг,Conc
116,.,O
117,На,Conc
118,позднем,Conc
119,этапе,Conc
120,в,Conc
121,среде,Conc
122,муромы,Conc
123,начинает,Conc
124,доминировать,Conc
125,традиция,Conc
126,Г,Conc
127,+,Conc
128,Ш,Conc
129,+,Conc
130,Орг,Conc
131,",",Conc
132,а,Conc
133,добавление,Conc
134,дресвы,Conc
135,практически,Conc
136,исчезает,Conc
137,.,O
138,Сопоставление,Conc
139,данных,Conc
140,о,Conc
141,формах,Conc
142,сосудов,Conc
143,и,Conc
144,формовочных,Conc
145,массах,Conc
146,",",Conc
147,из,Conc
148,которых,Conc
149,они,Conc
150,были,Conc
151,сделаны,Conc
152,",",Conc
153,показало,Conc
154,четкую,Conc
155,связь,Conc
156,первой,Conc
157,традиции,Conc
158,формообразования,Conc
159,с,Conc
160,рецептом,Conc
161,Г,Conc
162,+,Conc
163,Д,Conc
164,+,Conc
165,Ш,Conc
166,+,Conc
167,Орг,Conc
168,",",Conc
169,а,Conc
170,второй,Conc
171,традиции,Conc
172,–,Conc
173,с,Conc
174,рецептом,Conc
175,Г,Conc
176,+,Conc
177,Ш,Conc
178,+,Conc
179,Орг,Conc
180,.,O
181,Таким,O
182,образом,O
183,",",O
184,оба,Conc
185,аспекта,Conc
186,гончарной,Conc
187,технологии,Conc
188,позволяют,Conc
189,реконструировать,Conc
190,картину,Conc
191,резкого,Conc
192,изменения,Conc
193,культурного,Conc
194,состава,Conc
195,муромы,Conc
196,на,Conc
197,позднем,Conc
198,этапе,Conc
199,",",Conc
200,связанного,Conc
201,с,Conc
202,приходом,Conc
203,нового,Conc
204,населения,Conc
205,.,O
