id,token,tag
0,Бакинская,O
1,стадия,O
2,истории,O
3,Каспия,O
4,(,O
5,"0,8–0,4",O
6,млн,O
7,л,O
8,.,O
9,н,O
10,.,O
11,),O
12,находится,O
13,в,O
14,рамках,O
15,среднего,O
16,плейстоцена,O
17,.,O
18,Этому,O
19,времени,O
20,на,O
21,Северо-Восточном,O
22,Кавказе,O
23,соответствует,O
24,тираспольский,O
25,фаунистический,O
26,комплекс,O
27,",",O
28,и,O
29,начинает,O
30,формирование,O
31,комплекс,O
32,пещерной,O
33,фауны,O
34,хищников,O
35,(,O
36,пещерный,O
37,лев,O
38,",",O
39,пещерная,O
40,гиена,O
41,и,O
42,др,O
43,.,O
44,),O
45,.,O
46,Происходит,O
47,прогрессирующее,O
48,изменение,O
49,климата,O
50,в,O
51,сторону,O
52,похолодания,O
53,с,O
54,исчезновением,O
55,из,O
56,состава,O
57,фауны,O
58,и,O
59,флоры,O
60,теплолюбивых,O
61,видов,O
62,.,O
63,Археологические,O
64,индустрии,O
65,этого,O
66,времени,O
67,(,O
68,Дарвагчай-1,O
69,",",O
70,Дарвагчай-залив-4,O
71,и,O
72,др,O
73,.,O
74,),O
75,демонстрируют,O
76,изживание,O
77,мелкоорудийной,O
78,традиции,O
79,и,O
80,переориентацию,O
81,производства,O
82,на,O
83,системное,O
84,сколовое,O
85,расщепление,O
86,.,O
87,Увеличивается,O
88,разнообразие,O
89,орудий,O
90,",",O
91,появляются,O
92,бифасиальные,O
93,изделия,O
94,.,O
95,Дагестанские,O
96,материалы,O
97,выглядят,O
98,как,O
99,локальный,O
100,вариант,O
101,финальных,O
102,раннепалеолитических,O
103,индустрий,O
104,Кавказа,O
105,",",O
106,сближающий,O
107,раннепалеолитическое,O
108,мелкоорудийное,O
109,производство,O
110,с,O
111,ашельскими,O
112,комплексами,O
113,западной,O
114,части,O
115,Евразии,O
116,и,O
117,сочетающий,O
118,отдельные,O
119,их,O
120,элементы,O
121,.,O
