id,token,tag
0,Индустрия,O
1,грота,O
2,Тешик-Таш,O
3,имеет,O
4,бесспорную,O
5,привязку,O
6,к,O
7,неандертальской,O
8,популяции,O
9,",",O
10,что,O
11,подтверждено,O
12,в,O
13,том,O
14,числе,O
15,и,O
16,генетическими,O
17,исследованиями,O
18,.,O
19,В,O
20,этой,O
21,связи,O
22,технологическое,Task
23,изучение,Task
24,каменной,Task
25,коллекции,Task
26,имеет,O
27,важнейшее,O
28,значение,O
29,.,O
30,Ранее,O
31,авторами,O
32,была,O
33,обработана,O
34,коллекция,O
35,Тешик-Таша,O
36,",",O
37,хранящаяся,O
38,в,O
39,МАЭ,O
40,РАН,O
41,(,O
42,Санкт-Петербург,O
43,),O
44,.,O
45,В,O
46,настоящей,O
47,статье,O
48,представлены,Contrib
49,данные,Contrib
50,обработки,Contrib
51,коллекции,Contrib
52,Тешик-Таша,Contrib
53,",",Contrib
54,хранящейся,Contrib
55,в,Contrib
56,НИИ,Contrib
57,и,Contrib
58,Музее,Contrib
59,антропологии,Contrib
60,им,Contrib
61,.,Contrib
62,Д.,Contrib
63,Н.,Contrib
64,Анучина,Contrib
65,МГУ,Contrib
66,",",O
67,в,O
68,основном,O
69,подтверждающие,Conc
70,выводы,Conc
71,предыдущего,Conc
72,исследования,Conc
73,.,O
74,В,O
75,результате,O
76,удалось,O
77,зафиксировать,O
78,безусловное,Conc
79,доминирование,Conc
80,центростремительной,Conc
81,модели,Conc
82,расщепления,Conc
83,камня,Conc
84,",",O
85,использование,O
86,которой,O
87,запечатлено,O
88,в,O
89,морфологии,O
90,изделий,O
91,всех,O
92,типологически,O
93,значимых,O
94,категорий,O
95,.,O
96,Вместе,O
97,в,O
98,тем,O
99,",",O
100,ряд,O
101,артефактов,O
102,указывает,O
103,на,O
104,существование,Conc
105,технологической,Conc
106,вариабельности,Conc
107,каменного,Conc
108,производства,Conc
109,в,Conc
110,индустрии,Conc
111,как,Conc
112,на,Conc
113,этапе,Conc
114,изготовления,Conc
115,сколов-заготовок,Conc
116,(,Conc
117,использование,Conc
118,подклиновидных,Conc
119,и,Conc
120,объемных,Conc
121,нуклеусов,Conc
122,),Conc
123,",",Conc
124,так,Conc
125,и,Conc
126,на,Conc
127,этапе,Conc
128,оформления,Conc
129,орудий,Conc
130,(,Conc
131,тронкированно-фасетированные,Conc
132,изделия,Conc
133,),Conc
134,.,O
135,При,O
136,этом,O
137,леваллуазское,Conc
138,расщепление,Conc
139,зафиксировано,Conc
140,в,Conc
141,материалах,Conc
142,коллекции,Conc
143,НИИ,Conc
144,и,Conc
145,Музея,Conc
146,антропологии,Conc
147,МГУ,Conc
148,в,Conc
149,таком,Conc
150,же,Conc
151,подчиненном,Conc
152,положении,Conc
153,",",Conc
154,что,Conc
155,и,Conc
156,в,Conc
157,коллекции,Conc
158,Кунсткамеры,Conc
159,.,O
160,Анализ,O
161,материалов,O
162,грота,O
163,Тешик-Таш,O
164,",",O
165,находящихся,O
166,в,O
167,Национальном,O
168,музее,O
169,истории,O
170,Узбекистана,O
171,в,O
172,Ташкенте,O
173,безусловно,O
174,расширят,O
175,наше,O
176,знание,O
177,о,O
178,навыках,O
179,неандертальцев,O
180,Центральной,O
181,Азии,O
182,в,O
183,каменном,O
184,производстве,O
185,.,O
