id,token,tag
0,Статья,O
1,посвящена,O
2,результатам,O
3,анализа,Contrib
4,серии,Contrib
5,образцов,Contrib
6,митохондриальной,Contrib
7,ДНК,Contrib
8,(,Contrib
9,N,Contrib
10,=,Contrib
11,25,Contrib
12,),Contrib
13,из,Contrib
14,могильников,Contrib
15,окуневской,Contrib
16,культуры,Contrib
17,Минусинской,Contrib
18,котловины,Contrib
19,.,O
20,Проведенное,O
21,исследование,O
22,позволило,O
23,почти,Contrib
24,вдвое,Contrib
25,увеличить,Contrib
26,суммарную,Contrib
27,численность,Contrib
28,успешно,Contrib
29,исследованных,Contrib
30,окуневских,Contrib
31,образцов,Contrib
32,мтДНК,Contrib
33,.,O
34,Исследованная,O
35,нами,O
36,серия,O
37,образцов,O
38,из,O
39,могильника,O
40,Сыда,O
41,V,O
42,(,O
43,N,O
44,=,O
45,23,O
46,),O
47,является,O
48,первой,O
49,репрезентативной,O
50,локально-территориальной,O
51,серией,O
52,образцов,O
53,мтДНК,O
54,для,O
55,популяции,O
56,окуневской,O
57,культуры,O
58,региона,O
59,.,O
60,Полученные,Contrib
61,нами,Contrib
62,новые,Contrib
63,результаты,Contrib
64,и,Contrib
65,опубликованные,Contrib
66,данные,Contrib
67,обсуждаются,Contrib
68,в,Contrib
69,контексте,Contrib
70,проблемы,Contrib
71,формирования,Contrib
72,генетического,Contrib
73,состава,Contrib
74,носителей,Contrib
75,культуры,Contrib
76,и,Contrib
77,их,Contrib
78,роли,Contrib
79,в,Contrib
80,дальнейшей,Contrib
81,генетической,Contrib
82,истории,Contrib
83,населения,Contrib
84,южных,Contrib
85,районов,Contrib
86,Сибири,Contrib
87,.,O
88,Согласно,O
89,имеющимся,O
90,данным,O
91,",",O
92,ключевую,Conc
93,роль,Conc
94,в,Conc
95,формировании,Conc
96,окуневской,Conc
97,популяции,Conc
98,играли,Conc
99,генетические,Conc
100,компоненты,Conc
101,",",Conc
102,связанные,Conc
103,с,Conc
104,автохтонным,Conc
105,населением,Conc
106,региона,Conc
107,",",Conc
108,предшествовавшим,Conc
109,появлению,Conc
110,на,Conc
111,юге,Conc
112,Сибири,Conc
113,афанасьевских,Conc
114,популяций,Conc
115,.,O
116,Для,O
117,более,O
118,детальных,O
119,реконструкций,O
120,требуется,O
121,накопление,O
122,дополнительных,O
123,репрезентативных,O
124,палеогенетических,O
125,данных,O
126,.,O
