id,token,tag
0,В,O
1,статье,O
2,представлено,Contrib
3,новое,Contrib
4,прочтение,Contrib
5,надписей,Contrib
6,на,Contrib
7,двух,Contrib
8,именных,Contrib
9,ножах,Contrib
10,",",Contrib
11,найденных,Contrib
12,на,Contrib
13,побережье,Contrib
14,залива,Contrib
15,Симса,Contrib
16,в,Contrib
17,море,Contrib
18,Лаптевых,Contrib
19,.,O
20,Это,O
21,прочтение,O
22,отличается,O
23,он,O
24,прочтений,O
25,палеографов,O
26,и,O
27,источниковедов,O
28,",",O
29,опубликованных,O
30,ранее,O
31,в,O
32,силу,O
33,того,O
34,",",O
35,что,O
36,дать,O
37,верное,O
38,чтение,O
39,этих,O
40,надписей,O
41,удалось,O
42,благодаря,O
43,применению,O
44,метода,Method
45,бесконтактного,Method
46,3D,Method
47,моделирования,Method
48,эпиграфических,Method
49,памятников,Method
50,",",O
51,разработанного,O
52,Лабораторией,O
53,RSSDA,O
54,и,O
55,применяемого,O
56,в,O
57,Своде,O
58,русских,O
59,надписей,O
60,(,O
61,CIR,O
62,),O
63,.,O
64,Предлагаемое,Conc
65,авторами,Conc
66,этой,Conc
67,статьи,Conc
68,прочтение,Conc
69,надписей,Conc
70,на,Conc
71,именных,Conc
72,ножах,Conc
73,позволило,Conc
74,установить,Conc
75,их,Conc
76,принадлежность,Conc
77,Гурия,Conc
78,(,Conc
79,крестильное,Conc
80,имя,Conc
81,),Conc
82,—,Conc
83,Акакия,Conc
84,(,Conc
85,молитвенное,Conc
86,?,Conc
87,имя,Conc
88,),Conc
89,Иванову,Conc
90,сыну,Conc
91,Карзяеву,Conc
92,",",Conc
93,вероятному,Conc
94,главе,Conc
95,торгово-промышленной,Conc
96,экспедиции,Conc
97,20-х,Conc
98,годов,Conc
99,XVII,Conc
100,века,Conc
101,.,O
102,Памятник,O
103,полярных,O
104,мореходов,O
105,XVII,O
106,века,O
107,в,O
108,заливе,O
109,Симса,O
110,располагается,O
111,в,O
112,70,O
113,км,O
114,на,O
115,запад,O
116,от,O
117,о.,O
118,Фаддей,O
119,Северный,O
120,",",O
121,где,O
122,в,O
123,1940,O
124,году,O
125,членами,O
126,гидрографического,O
127,отряда,O
128,Восточно-Таймырской,O
129,гидрографической,O
130,экспедиции,O
131,были,O
132,найдены,O
133,аналогичные,O
134,находки,O
135,",",O
136,включая,O
137,8,O
138,других,O
139,ножей,O
140,.,O
141,К,O
142,сожалению,O
143,",",O
144,у,Conc
145,этих,Conc
146,ножей,Conc
147,только,Conc
148,частично,Conc
149,сохранились,Conc
150,рукоятки,Conc
151,",",Conc
152,а,Conc
153,большинство,Conc
154,оказались,Conc
155,представленными,Conc
156,только,Conc
157,лезвиями,Conc
158,.,O
159,Надписи,Conc
160,",",Conc
161,исполненные,Conc
162,славянской,Conc
163,вязью,Conc
164,",",Conc
165,удалось,Conc
166,обнаружить,Conc
167,только,Conc
168,на,Conc
169,двух,Conc
170,ножах,Conc
171,из,Conc
172,избушки,Conc
173,в,Conc
174,заливе,Conc
175,Симса,Conc
176,.,O
177,Согласно,O
178,официальной,O
179,версии,O
180,",",O
181,оба,O
182,памятника,O
183,принадлежат,O
184,членам,O
185,русской,O
186,торгово-промышленной,O
187,экспедиции,O
188,XVII,O
189,века,O
190,.,O
191,Богатый,Conc
192,состав,Conc
193,собранной,Conc
194,на,Conc
195,месте,Conc
196,этих,Conc
197,двух,Conc
198,местонахождении,Conc
199,коллекции,Conc
200,археологических,Conc
201,артефактов,Conc
202,делают,Conc
203,этот,Conc
204,памятник,Conc
205,русской,Conc
206,культуры,Conc
207,XVII,Conc
208,века,Conc
209,уникальным,Conc
210,.,O
