id,token,tag
0,Как,O
1,и,O
2,многие,O
3,тюркские,O
4,народы,O
5,",",O
6,казахи,O
7,отличаются,O
8,почтительным,O
9,отношением,O
10,к,O
11,умершим,O
12,.,O
13,В,O
14,данной,O
15,статье,O
16,авторы,O
17,рассматривают,Contrib
18,такие,Contrib
19,вопросы,Contrib
20,",",Contrib
21,как,Contrib
22,причины,Contrib
23,",",Contrib
24,продолжительность,Contrib
25,и,Contrib
26,место,Contrib
27,временного,Contrib
28,сохранения,Contrib
29,тела,Contrib
30,до,Contrib
31,погребения,Contrib
32,у,Contrib
33,казахского,Contrib
34,народа,Contrib
35,.,O
36,Эту,O
37,традицию,O
38,связывают,O
39,с,O
40,природными,O
41,условиями,O
42,и,O
43,хозяйственным,O
44,циклом,O
45,кочевников,O
46,.,O
47,Опираясь,O
48,на,O
49,этнографические,O
50,данные,O
51,",",O
52,авторы,O
53,анализируют,Contrib
54,различные,Contrib
55,варианты,Contrib
56,сохранения,Contrib
57,тела,Contrib
58,до,Contrib
59,погребения,Contrib
60,.,O
61,По,O
62,их,O
63,мнению,O
64,",",O
65,практика,Conc
66,совершения,Conc
67,отложенных,Conc
68,захоронений,Conc
69,берет,Conc
70,свое,Conc
71,начало,Conc
72,с,Conc
73,периода,Conc
74,ранних,Conc
75,кочевников,Conc
76,евразийских,Conc
77,степей,Conc
78,.,O
79,Археологические,O
80,материалы,O
81,содержат,O
82,свидетельства,O
83,применения,Conc
84,отложенных,Conc
85,захоронений,Conc
86,знатных,Conc
87,лиц,Conc
88,у,Conc
89,тюрков,Conc
90,.,O
91,Также,O
92,в,O
93,статье,O
94,рассмотрено,Contrib
95,особое,Contrib
96,почитание,Contrib
97,предков,Contrib
98,",",Contrib
99,которое,Contrib
100,прослеживается,Contrib
101,в,Contrib
102,погребальной,Contrib
103,обрядности,Contrib
104,ранних,Contrib
105,кочевников,Contrib
106,.,O
107,В,Conc
108,их,Conc
109,честь,Conc
110,сооружали,Conc
111,большие,Conc
112,курганы,Conc
113,и,Conc
114,погребали,Conc
115,в,Conc
116,украшенных,Conc
117,золотом,Conc
118,одеждах,Conc
119,с,Conc
120,большим,Conc
121,количеством,Conc
122,сопроводительного,Conc
123,инвентаря,Conc
124,.,O
