id,token,tag
0,Представлены,O
1,результаты,O
2,археологической,Contrib
3,разведки,Contrib
4,2021,Contrib
5,г.,Contrib
6,по,Contrib
7,западному,Contrib
8,(,Contrib
9,левому,Contrib
10,),Contrib
11,берегу,Contrib
12,Красноярского,Contrib
13,водохранилища,Contrib
14,в,Contrib
15,районе,Contrib
16,Коксинского,Contrib
17,залива,Contrib
18,на,Contrib
19,территории,Contrib
20,Боградского,Contrib
21,района,Contrib
22,Республики,Contrib
23,Хакасия,Contrib
24,.,O
25,В,O
26,процессе,O
27,полевого,O
28,исследования,O
29,на,O
30,горе,O
31,Большой,O
32,Тогуртаг,O
33,был,O
34,выявлен,Contrib
35,ранее,Contrib
36,неизвестный,Contrib
37,научному,Contrib
38,сообществу,Contrib
39,культурно-исторический,Contrib
40,объект,Contrib
41,–,Contrib
42,каменоломня,Contrib
43,",",Contrib
44,предположительно,Contrib
45,",",Contrib
46,средневекового,Contrib
47,времени,Contrib
48,",",Contrib
49,сопровождавшаяся,Contrib
50,похожими,Contrib
51,на,Contrib
52,кыргызские,Contrib
53,курганами,Contrib
54,в,Contrib
55,виде,Contrib
56,округлых,Contrib
57,каменных,Contrib
58,выкладок,Contrib
59,среднего,Contrib
60,размера,Contrib
61,",",Contrib
62,получивших,Contrib
63,в,Contrib
64,ходе,Contrib
65,более,Contrib
66,ранних,Contrib
67,разведочных,Contrib
68,работ,Contrib
69,название,Contrib
70,«,Contrib
71,могильник,Contrib
72,Кокса-24,Contrib
73,»,Contrib
74,.,O
75,Каменоломня,Conc
76,служила,Conc
77,для,Conc
78,добычи,Conc
79,камня,Conc
80,с,Conc
81,целью,Conc
82,его,Conc
83,дальнейшего,Conc
84,использования,Conc
85,",",Conc
86,в,Conc
87,том,Conc
88,числе,Conc
89,при,Conc
90,строительстве,Conc
91,этих,Conc
92,курганов,Conc
93,",",O
94,о,O
95,чем,O
96,свидетельствуют,O
97,небольшое,O
98,расстояние,O
99,между,O
100,ними,O
101,и,O
102,каменоломней,O
103,(,O
104,около,O
105,150,O
106,м,O
107,к,O
108,юго-востоку,O
109,),O
110,",",O
111,а,O
112,также,O
113,схожий,O
114,тип,O
115,породы,O
116,камня,O
117,в,O
118,обоих,O
119,пунктах,O
120,(,O
121,имеет,O
122,магматическое,O
123,происхождение,O
124,),O
125,.,O
126,Согласно,O
127,имеющимся,O
128,данным,O
129,",",O
130,ранее,O
131,о,O
132,каменоломне,O
133,на,O
134,этой,O
135,территории,O
136,в,O
137,научной,O
138,литературе,O
139,не,O
140,упоминались,O
141,.,O
142,В,O
143,связи,O
144,с,O
145,этим,O
146,ее,Conc
147,изучение,Conc
148,представляется,Conc
149,весьма,Conc
150,актуальным,Conc
151,и,Conc
152,целесообразным,Conc
153,для,Conc
154,формирования,Conc
155,полноты,Conc
156,картины,Conc
157,о,Conc
158,возможных,Conc
159,миграциях,Conc
160,енисейских,Conc
161,кыргызов,Conc
162,",",Conc
163,в,Conc
164,частности,Conc
165,с,Conc
166,территории,Conc
167,Усинской,Conc
168,долины,Conc
169,в,Conc
170,Западном,Conc
171,Саяне,Conc
172,в,Conc
173,Минусинскую,Conc
174,котловину,Conc
175,.,O
176,Это,O
177,позволит,O
178,установить,O
179,некоторые,O
180,особенности,O
181,происхождения,O
182,средневековых,O
183,археологических,O
184,памятников,O
185,левобережья,O
186,Среднего,O
187,Енисея,O
188,.,O
