id,token,tag
0,Статья,O
1,посвящена,O
2,исследованию,Contrib
3,особенностей,Contrib
4,интеллекта,Contrib
5,человека,Contrib
6,и,Contrib
7,интеллекта,Contrib
8,сложных,Contrib
9,компьютерных,Contrib
10,систем,Contrib
11,",",Contrib
12,обычно,Contrib
13,именуемого,Contrib
14,искусственным,Contrib
15,интеллектом,Contrib
16,(,Contrib
17,ИИ,Contrib
18,),Contrib
19,.,O
20,В,O
21,качестве,O
22,гипотезы,O
23,сформулировано,O
24,положение,O
25,о,O
26,принципиальной,O
27,разнице,O
28,между,O
29,человеческим,O
30,и,O
31,искусственным,O
32,интеллектом,O
33,.,O
34,Человеческий,O
35,интеллект,O
36,представляет,O
37,собой,O
38,продукт,O
39,многотысячелетней,O
40,истории,O
41,развития,O
42,и,O
43,взаимодействия,O
44,трех,O
45,взаимосвязанных,O
46,процессов,O
47,:,O
48,1,O
49,),O
50,становления,O
51,и,O
52,развития,O
53,человеческой,O
54,личности,O
55,;,O
56,2,O
57,),O
58,формирования,O
59,сложных,O
60,сетевых,O
61,отношений,O
62,между,O
63,членами,O
64,социального,O
65,сообщества,O
66,;,O
67,3,O
68,),O
69,коллективной,O
70,деятельности,O
71,как,O
72,основы,O
73,существования,O
74,и,O
75,развития,O
76,сообществ,O
77,и,O
78,индивидов,O
79,.,O
80,Искусственный,O
81,интеллект,O
82,представляет,O
83,собой,O
84,комплекс,O
85,технологических,O
86,решений,O
87,",",O
88,имитирующих,O
89,когнитивные,O
90,процессы,O
91,человека,O
92,.,O
93,В,O
94,силу,O
95,этого,O
96,при,O
97,всех,O
98,вариантах,O
99,технического,O
100,развития,O
101,(,O
102,ускорение,Task
103,процессов,Task
104,по,Task
105,сбору,Task
106,и,Task
107,обработке,Task
108,данных,Task
109,и,Task
110,поиску,Task
111,решений,Task
112,",",O
113,использование,O
114,компьютерного,Method
115,зрения,Method
116,",",O
117,распознавание,Task
118,и,Task
119,синтез,Task
120,речи,Task
121,и,O
122,т,O
123,.,O
124,д,O
125,.,O
126,),O
127,ИИ,Conc
128,всегда,Conc
129,будет,Conc
130,связан,Conc
131,с,Conc
132,деятельностью,Conc
133,человека,Conc
134,.,O
135,Другими,O
136,словами,O
137,",",O
138,только,Conc
139,люди,Conc
140,(,Conc
141,а,Conc
142,не,Conc
143,машины,Conc
144,),Conc
145,являются,Conc
146,конечным,Conc
147,источником,Conc
148,и,Conc
149,определителем,Conc
150,ценностей,Conc
151,",",Conc
152,от,Conc
153,которых,Conc
154,зависит,Conc
155,любой,Conc
156,ИИ,Conc
157,.,O
158,Никакой,Conc
159,разум,Conc
160,(,Conc
161,человека,Conc
162,или,Conc
163,машины,Conc
164,),Conc
165,никогда,Conc
166,не,Conc
167,будет,Conc
168,по-настоящему,Conc
169,автономным,Conc
170,:,O
171,всё,Conc
172,",",Conc
173,что,Conc
174,мы,Conc
175,делаем,Conc
176,",",Conc
177,зависит,Conc
178,от,Conc
179,социального,Conc
180,контекста,Conc
181,",",Conc
182,созданного,Conc
183,другими,Conc
184,людьми,Conc
185,",",Conc
186,которые,Conc
187,определяют,Conc
188,смысл,Conc
189,того,Conc
190,",",Conc
191,что,Conc
192,мы,Conc
193,хотим,Conc
194,достичь,Conc
195,.,O
196,Это,O
197,означает,O
198,",",O
199,что,O
200,за,Conc
201,всё,Conc
202,",",Conc
203,что,Conc
204,делает,Conc
205,ИИ,Conc
206,",",Conc
207,отвечают,Conc
208,люди,Conc
209,.,O
