id,token,tag
0,Восемьдесят,O
1,два,O
2,года,O
3,назад,O
4,произошло,O
5,знаменательное,O
6,для,O
7,российской,O
8,исторической,O
9,науки,O
10,событие,O
11,-,O
12,на,O
13,о.,O
14,Фаддей,O
15,Северный,O
16,в,O
17,море,O
18,Лаптевых,O
19,членами,O
20,экипажа,O
21,гидрографического,O
22,судна,O
23,«,O
24,Норд,O
25,»,O
26,был,O
27,открыт,O
28,уникальный,O
29,памятник,O
30,культуры,O
31,русских,O
32,полярных,O
33,мореходов,O
34,XVII,O
35,века,O
36,.,O
37,Артефакты,O
38,",",O
39,собранные,O
40,представителями,O
41,трёх,O
42,экспедиций,O
43,(,O
44,Восточно-Таймырской,O
45,экспедицией,O
46,АНИИ,O
47,Главсеморпути,O
48,(,O
49,1940-1941,O
50,),O
51,",",O
52,экспедицией,O
53,АНИИ,O
54,Главсеморпути,O
55,и,O
56,ИИМК,O
57,(,O
58,1945,O
59,),O
60,",",O
61,экспедицией,O
62,Министерства,O
63,Морского,O
64,флота,O
65,(,O
66,1970-1972,O
67,),O
68,на,O
69,этих,O
70,двух,O
71,местонахождениях,O
72,были,O
73,подвергнуты,O
74,",",O
75,сначала,O
76,предварительному,O
77,описанию,O
78,",",O
79,а,O
80,затем,O
81,изучению,O
82,по,O
83,функциональным,O
84,группам,O
85,.,O
86,В,O
87,статье,O
88,публикуются,O
89,результаты,O
90,определения,Contrib
91,условий,Contrib
92,местоположения,Contrib
93,именных,Contrib
94,ножей,Contrib
95,с,Contrib
96,надписями,Contrib
97,",",O
98,как,O
99,важной,O
100,информационно,O
101,насыщенней,O
102,группы,O
103,артефактов,O
104,",",O
105,полученные,O
106,методом,Method
107,сравнительного,Method
108,анализа,Method
109,отчетной,O
110,документации,O
111,",",O
112,сделанной,O
113,участниками,O
114,экспедиций,O
115,1940,O
116,и,O
117,1945,O
118,гг,O
119,.,O
120,Применение,O
121,метода,Method
122,3D,Method
123,моделирования,Method
124,",",O
125,разработанного,O
126,Лабораторией,O
127,RSSDA,O
128,для,O
129,чтения,O
130,надписей,O
131,на,O
132,ножах,O
133,позволило,O
134,выдвинуть,Contrib
135,новую,Contrib
136,версию,Contrib
137,прочтения,Contrib
138,имени,Contrib
139,владельца,Contrib
140,–,O
141,возможного,O
142,руководителя,O
143,этой,O
144,русской,O
145,полярной,O
146,экспедиции,O
147,XVII,O
148,века,O
149,.,O
