id,token,tag
0,Анализ,Contrib
1,коллекции,Contrib
2,железных,Contrib
3,предметов,Contrib
4,",",Contrib
5,поступивших,Contrib
6,в,Contrib
7,фонды,Contrib
8,Красноярского,Contrib
9,краевого,Contrib
10,краеведческого,Contrib
11,музея,Contrib
12,в,Contrib
13,2019,Contrib
14,г.,Contrib
15,",",O
16,показал,O
17,",",O
18,что,O
19,они,Conc
20,происходят,Conc
21,из,Conc
22,погребения,Conc
23,",",Conc
24,совершенного,Conc
25,по,Conc
26,обряду,Conc
27,кремации,Conc
28,.,O
29,Предметы,Conc
30,относятся,Conc
31,к,Conc
32,вооружению,Conc
33,кыргызского,Conc
34,воина,Conc
35,и,Conc
36,снаряжению,Conc
37,его,Conc
38,верхового,Conc
39,коня,Conc
40,.,O
41,Снаряжение,Conc
42,коня,Conc
43,:,Conc
44,удила,Conc
45,с,Conc
46,крюковым,Conc
47,способом,Conc
48,соединения,Conc
49,звеньев,Conc
50,и,Conc
51,псалиями,Conc
52,в,Conc
53,виде,Conc
54,крупных,Conc
55,колец,Conc
56,;,Conc
57,два,Conc
58,стремени,Conc
59,арочной,Conc
60,формы,Conc
61,с,Conc
62,отверстиями,Conc
63,в,Conc
64,верхней,Conc
65,части,Conc
66,дужки,Conc
67,и,Conc
68,10,Conc
69,пластинчатых,Conc
70,накладок,Conc
71,на,Conc
72,переднюю,Conc
73,и,Conc
74,заднюю,Conc
75,луки,Conc
76,седла,Conc
77,.,O
78,В,Conc
79,состав,Conc
80,вооружения,Conc
81,входили,Conc
82,13,Conc
83,плоских,Conc
84,наконечника,Conc
85,стрел,Conc
86,различных,Conc
87,типов,Conc
88,и,Conc
89,сабля,Conc
90,",",Conc
91,которая,Conc
92,была,Conc
93,согнута,Conc
94,при,Conc
95,совершении,Conc
96,погребального,Conc
97,обряда,Conc
98,.,O
99,Весь,Conc
100,комплекс,Conc
101,имеет,Conc
102,многочисленные,Conc
103,аналогии,Conc
104,и,Conc
105,датируется,Conc
106,монгольским,Conc
107,временем,Conc
108,(,Conc
109,XIII–XIV,Conc
110,вв,Conc
111,.,Conc
112,),Conc
113,.,O
