id,token,tag
0,Ударно-абразивные,O
1,орудия,O
2,представляют,O
3,собой,O
4,важную,O
5,часть,O
6,инструментария,O
7,",",O
8,применявшегося,O
9,в,O
10,каменном,O
11,веке,O
12,для,O
13,обработки,O
14,минерального,O
15,и,O
16,органического,O
17,сырья,O
18,.,O
19,Цель,O
20,настоящего,O
21,исследования,O
22,заключалась,O
23,в,O
24,реконструкции,Contrib
25,функционального,Contrib
26,назначения,Contrib
27,каменных,Contrib
28,ударно-абразивных,Contrib
29,инструментов,Contrib
30,(,Contrib
31,n,Contrib
32,=,Contrib
33,13,Contrib
34,),Contrib
35,второго,Contrib
36,культурного,Contrib
37,горизонта,Contrib
38,памятника,Contrib
39,Обишир-5,Contrib
40,(,Contrib
41,Ферганская,Contrib
42,долина,Contrib
43,),Contrib
44,",",O
45,которые,O
46,идентифицировались,O
47,при,O
48,анализе,O
49,археологической,O
50,коллекции,O
51,.,O
52,В,O
53,результате,O
54,проведенной,O
55,работы,O
56,был,O
57,выявлен,Contrib
58,вариативный,Contrib
59,набор,Contrib
60,каменных,Contrib
61,инструментов,Contrib
62,",",Contrib
63,применявшихся,Contrib
64,обитателями,Contrib
65,стоянки,Contrib
66,для,Contrib
67,различных,Contrib
68,целей,Contrib
69,.,O
70,Обнаружение,O
71,ретушеров,O
72,и,O
73,отбойников,O
74,вместе,O
75,с,O
76,многочисленными,O
77,дебитажем,O
78,и,O
79,нуклеусами,O
80,позволяет,O
81,судить,O
82,о,O
83,производившейся,Conc
84,на,Conc
85,стоянке,Conc
86,Обишир-5,Conc
87,массовой,Conc
88,обработке,Conc
89,каменного,Conc
90,сырья,Conc
91,для,Conc
92,получения,Conc
93,заготовок,Conc
94,и,Conc
95,их,Conc
96,дальнейшего,Conc
97,оформления,Conc
98,в,Conc
99,орудия,Conc
100,.,O
101,Важным,O
102,итогом,O
103,анализа,O
104,стало,O
105,выявление,Contrib
106,терочных,Contrib
107,плит,Contrib
108,и,Contrib
109,песта,Contrib
110,",",Contrib
111,которые,Contrib
112,",",Contrib
113,вероятнее,Contrib
114,всего,Contrib
115,",",Contrib
116,использовались,Contrib
117,для,Contrib
118,измельчения,Contrib
119,и,Contrib
120,перетирания,Contrib
121,органических,Contrib
122,материалов,Contrib
123,.,O
