id,token,tag
0,Представлены,O
1,результаты,O
2,исследования,Contrib
3,ямы-хранилища,Contrib
4,для,Contrib
5,рыбных,Contrib
6,припасов,Contrib
7,1741,Contrib
8,памятника,Contrib
9,Тартас-1,Contrib
10,.,O
11,Памятник,O
12,является,O
13,базовым,O
14,для,O
15,изучения,O
16,барабинской,O
17,культуры,O
18,раннего,O
19,неолита,O
20,.,O
21,Сегодня,O
22,культура,O
23,обеспечена,O
24,набором,O
25,памятников,O
26,",",O
27,хозяйственными,O
28,и,O
29,бытовыми,O
30,объектами,O
31,",",O
32,культовым,O
33,комплексом,O
34,",",O
35,серией,O
36,радиоуглеродных,O
37,дат,O
38,.,O
39,В,O
40,результате,O
41,многолетних,O
42,исследований,O
43,рыбных,O
44,ям,O
45,предложена,Contrib
46,методика,Contrib
47,их,Contrib
48,раскопок,Contrib
49,.,O
50,В,O
51,полевой,O
52,сезон,O
53,2021,O
54,г.,O
55,по,O
56,данной,O
57,методике,O
58,раскопана,O
59,яма,O
60,1741,O
61,.,O
62,По,O
63,характеристикам,O
64,относится,O
65,к,O
66,типу,O
67,объектов,O
68,с,O
69,диаметром,O
70,более,O
71,1,O
72,м,O
73,и,O
74,глубиной,O
75,более,O
76,2,O
77,м.,O
78,Ее,O
79,особенностью,O
80,является,O
81,отсутствие,O
82,приклада,O
83,в,O
84,виде,O
85,какого-либо,O
86,животного,O
87,",",O
88,фиксируемых,O
89,в,O
90,других,O
91,подобных,O
92,ямах,O
93,.,O
94,Из,Contrib
95,орудия,Contrib
96,на,Contrib
97,роге,Contrib
98,животного,Contrib
99,(,Contrib
100,тур,Contrib
101,?,Contrib
102,),Contrib
103,получена,Contrib
104,дата,Contrib
105,",",Contrib
106,которая,Contrib
107,коррелируется,Contrib
108,с,Contrib
109,датами,Contrib
110,из,Contrib
111,других,Contrib
112,объектов,Contrib
113,.,O
114,Яма,Conc
115,1741,Conc
116,датируется,Conc
117,VII,Conc
118,тыс,Conc
119,.,Conc
120,до,Conc
121,н.,Conc
122,э.,Conc
