id,token,tag
0,Представлены,Contrib
1,результаты,Contrib
2,изучения,Contrib
3,одного,Contrib
4,из,Contrib
5,показательных,Contrib
6,объектов,Contrib
7,",",Contrib
8,исследованного,Contrib
9,в,Contrib
10,составе,Contrib
11,некрополя,Contrib
12,эпохи,Contrib
13,Великого,Contrib
14,переселения,Contrib
15,народов,Contrib
16,Карбан-I,Contrib
17,(,Contrib
18,Северный,Contrib
19,Алтай,Contrib
20,),Contrib
21,.,O
22,Основные,O
23,признаки,O
24,ингумации,O
25,(,O
26,одиночное,O
27,трупоположение,O
28,;,O
29,ориентировка,O
30,головой,O
31,в,O
32,западный,O
33,сектор,O
34,горизонта,O
35,с,O
36,отклонением,O
37,на,O
38,север,O
39,),O
40,позволяют,Conc
41,отнести,Conc
42,погребение,Conc
43,к,Conc
44,карбанской,Conc
45,традиции,Conc
46,обрядовой,Conc
47,практики,Conc
48,кочевников,Conc
49,булан-кобинской,Conc
50,археологической,Conc
51,культуры,Conc
52,.,O
53,Морфологический,Contrib
54,анализ,Contrib
55,предметов,Contrib
56,вооружения,Contrib
57,",",Contrib
58,снаряжения,Contrib
59,",",Contrib
60,а,Contrib
61,также,Contrib
62,орудий,Contrib
63,труда,Contrib
64,и,Contrib
65,их,Contrib
66,сопоставление,Contrib
67,с,Contrib
68,вещественными,Contrib
69,материалами,Contrib
70,из,Contrib
71,комплексов,Contrib
72,Центральной,Contrib
73,Азии,Contrib
74,стали,O
75,основанием,O
76,для,O
77,определения,Conc
78,датировки,Conc
79,комплекса,Conc
80,в,Conc
81,рамках,Conc
82,II–III,Conc
83,вв,Conc
84,.,Conc
85,н.э,Conc
86,.,Conc
87,Установлен,O
88,довольно,Conc
89,высокий,Conc
90,прижизненный,Conc
91,статус,Conc
92,умершего,Conc
93,человека,Conc
94,",",Conc
95,который,Conc
96,",",Conc
97,судя,Conc
98,по,Conc
99,составу,Conc
100,инвентаря,Conc
101,",",Conc
102,являлся,Conc
103,профессиональным,Conc
104,легковооруженным,Conc
105,воином,Conc
106,среднего,Conc
107,звена,Conc
108,в,Conc
109,иерархии,Conc
110,населения,Conc
111,Алтая,Conc
112,сяньбийского,Conc
113,времени,Conc
114,.,O
