id,token,tag
0,Кафедра,O
1,физики,O
2,полупроводников,O
3,физического,O
4,факультета,O
5,НГУ,O
6,готовит,O
7,специалистов,O
8,для,O
9,научно-исследовательской,O
10,работы,O
11,в,O
12,области,O
13,физики,O
14,конденсированного,O
15,состояния,O
16,",",O
17,физики,O
18,полупроводников,O
19,и,O
20,физики,O
21,низкоразмерных,O
22,систем,O
23,и,O
24,наноструктур,O
25,.,O
26,Кафедра,O
27,дает,O
28,знания,O
29,",",O
30,обеспечивающие,O
31,возможность,O
32,ее,O
33,выпускникам,O
34,участвовать,O
35,в,O
36,развитии,O
37,полупроводниковых,O
38,технологий,O
39,",",O
40,совершенствовании,O
41,существующих,O
42,и,O
43,создании,O
44,новых,O
45,приборов,O
46,оптоэлектроники,O
47,",",O
48,микро-,O
49,и,O
50,наноэлектроники,O
51,.,O
52,В,O
53,статье,O
54,изложена,Contrib
55,история,Contrib
56,создания,Contrib
57,кафедры,Contrib
58,",",O
59,прослежены,Contrib
60,основные,Contrib
61,этапы,Contrib
62,формирования,Contrib
63,учебных,Contrib
64,курсов,Contrib
65,и,Contrib
66,работы,Contrib
67,по,Contrib
68,организации,Contrib
69,научно-исследовательской,Contrib
70,практики,Contrib
71,студентов,Contrib
72,в,Contrib
73,лабораториях,Contrib
74,Института,Contrib
75,физики,Contrib
76,полупроводников,Contrib
77,им,Contrib
78,.,Contrib
79,А.,Contrib
80,В.,Contrib
81,Ржанова,Contrib
82,(,Contrib
83,ИФП,Contrib
84,СО,Contrib
85,РАН,Contrib
86,),Contrib
87,–,O
88,базового,O
89,Института,O
90,кафедры,O
91,.,O
92,Дан,Contrib
93,обзор,Contrib
94,преподаваемых,Contrib
95,на,Contrib
96,кафедре,Contrib
97,учебных,Contrib
98,курсов,Contrib
99,для,Contrib
100,подготовки,Contrib
101,бакалавров,Contrib
102,и,Contrib
103,магистров,Contrib
104,.,O
105,Рассказано,Contrib
106,о,Contrib
107,научных,Contrib
108,и,Contrib
109,технологических,Contrib
110,достижениях,Contrib
111,ИФП,Contrib
112,СО,Contrib
113,РАН,Contrib
114,",",Contrib
115,об,Contrib
116,имеющемся,Contrib
117,в,Contrib
118,лабораториях,Contrib
119,Института,Contrib
120,уникальном,Contrib
121,измерительном,Contrib
122,",",Contrib
123,аналитическом,Contrib
124,и,Contrib
125,технологическом,Contrib
126,оборудовании,Contrib
127,",",O
128,что,O
129,служит,O
130,основой,O
131,для,O
132,организации,O
133,научно-исследовательской,O
134,работы,O
135,студентов,O
136,на,O
137,высоком,O
138,научно-методическом,O
139,уровне,O
140,.,O
