id,token,tag
0,При,O
1,детонации,O
2,взрывчатых,O
3,веществ,O
4,с,O
5,отрицательным,O
6,кислородным,O
7,балансом,O
8,",",O
9,одним,O
10,из,O
11,продуктов,O
12,химической,O
13,реакции,O
14,является,O
15,конденсированный,O
16,углерод,O
17,.,O
18,Однако,O
19,недостаток,O
20,экспериментальных,O
21,данных,O
22,не,O
23,позволяет,O
24,на,O
25,сегодняшний,O
26,день,O
27,дать,O
28,количественную,O
29,оценку,O
30,процесса,O
31,конденсации,Task
32,углерода,Task
33,.,O
34,В,O
35,данной,O
36,работе,O
37,предложена,Contrib
38,двухстадийная,Contrib
39,модель,Contrib
40,конденсации,Contrib
41,углерода,Contrib
42,при,Contrib
43,детонации,Contrib
44,взрывчатых,Contrib
45,веществ,Contrib
46,.,O
47,В,O
48,работе,O
49,использовалась,O
50,методика,Method
51,мало,Method
52,углового,Method
53,рентгеновского,Method
54,рассеяния,Method
55,для,O
56,изучения,Contrib
57,динамики,Contrib
58,формирования,Contrib
59,углеродных,Contrib
60,наночастиц,Contrib
61,при,Contrib
62,детонации,Contrib
63,зарядов,Contrib
64,смеси,Contrib
65,тротила,Contrib
66,с,Contrib
67,гексогеном,Contrib
68,.,O
