id,token,tag
0,Рассмотрен,Contrib
1,подход,Contrib
2,к,Contrib
3,созданию,Contrib|Task
4,узкополосного,Contrib|Task
5,квазиоптического,Contrib|Task
6,фильтра,Contrib|Task
7,с,Contrib|Task
8,центральной,Contrib|Task
9,частотой,Contrib|Task
10,ν,Contrib|Task
11,=,Contrib|Task
12,806,Contrib|Task
13,ГГц,Contrib|Task
14,(,Contrib|Task
15,λ,Contrib|Task
16,=,Contrib|Task
17,372,Contrib|Task
18,мкм,Contrib|Task
19,),Contrib|Task
20,",",Contrib
21,предназначенного,Contrib
22,для,Contrib
23,реализации,Contrib
24,метода,Contrib|Method
25,андерсемплинга,Contrib|Method
26,в,Contrib
27,импульсной,Contrib|Method
28,терагерцовой,Contrib|Method
29,спектроскопии,Contrib|Method
30,.,O
31,Частота,O
32,выбрана,O
33,с,O
34,целью,O
35,мониторинга,O
36,линии,O
37,поглощения,O
38,молекулярного,O
39,газа,O
40,СО,O
41,в,O
42,локальном,O
43,окне,O
44,прозрачности,O
45,атмосферы,O
46,.,O
47,Фильтр,O
48,основан,O
49,на,O
50,эталоне,O
51,Фабри,O
52,–,O
53,Перо,O
54,и,O
55,представляет,O
56,собой,O
57,полипропиленовую,O
58,пленку,O
59,с,O
60,нанесенными,O
61,с,O
62,обеих,O
63,сторон,O
64,частотно-избирательными,O
65,поверхностями,O
66,(,O
67,ЧИП,O
68,),O
69,в,O
70,форме,O
71,квадратных,O
72,прорезей,O
73,в,O
74,напыленном,O
75,алюминиевом,O
76,слое,O
77,.,O
78,Посредством,O
79,численного,Contrib
80,моделирования,Contrib
81,пропускания,Contrib
82,предложенной,Contrib
83,структуры,Contrib
84,определено,O
85,",",O
86,что,O
87,оптимум,Conc
88,отношения,Conc
89,ширины,Conc
90,металлической,Conc
91,перемычки,Conc
92,a,Conc
93,к,Conc
94,латеральному,Conc
95,периоду,Conc
96,g,Conc
97,ЧИП,Conc
98,лежит,Conc
99,в,Conc
100,окрестности,Conc
101,a/g,Conc
102,=,Conc
103,"0,5",Conc
104,.,O
105,При,O
106,выборе,O
107,g,O
108,менее,O
109,половины,O
110,рабочей,O
111,длины,O
112,волны,O
113,λ,O
114,показано,O
115,",",O
116,что,O
117,полная,Conc
118,ширина,Conc
119,на,Conc
120,полувысоте,Conc
121,пропускания,Conc
122,получаемого,Conc
123,квазиоптического,Conc
124,фильтра,Conc
125,составляет,Conc
126,менее,Conc
127,4,Conc
128,%,Conc
129,",",Conc
130,что,Conc
131,достаточно,Conc
132,для,Conc
133,реализации,Conc
134,метода,Conc|Method
135,андерсемплинга,Conc|Method
136,в,Conc
137,импульсных,Conc
138,терагерцовых,Conc
139,спектрометрах,Conc
140,.,O
