id,token,tag
0,Представлены,O
1,экспериментальные,O
2,результаты,O
3,наблюдения,Contrib
4,микроструй,Contrib
5,этанола,Contrib
6,",",Contrib
7,истекающих,Contrib
8,в,Contrib
9,сильно,Contrib
10,разреженную,Contrib
11,среду,Contrib
12,(,Contrib
13,вакуум,Contrib
14,),Contrib
15,через,Contrib
16,сопло,Contrib
17,.,O
18,Изучение,O
19,процесса,O
20,производилось,O
21,как,O
22,при,O
23,горизонтальном,O
24,",",O
25,так,O
26,и,O
27,при,O
28,вертикальном,O
29,по,O
30,направлению,O
31,силы,O
32,тяжести,O
33,истечении,O
34,жидкости,O
35,из,O
36,источника,O
37,.,O
38,Соблюдалось,O
39,условие,O
40,поддержания,O
41,в,O
42,вакуумной,O
43,камере,O
44,неизменным,O
45,давления,O
46,остаточного,O
47,газового,O
48,фона,O
49,на,O
50,уровне,O
51,намного,O
52,ниже,O
53,давления,O
54,насыщенных,O
55,паров,O
56,рабочей,O
57,жидкости,O
58,при,O
59,заданной,O
60,температуре,O
61,истечения,O
62,.,O
63,Показана,Contrib
64,возможность,Contrib
65,моделирования,Contrib
66,сложных,Contrib
67,процессов,Contrib
68,истечения,Contrib
69,микроструй,Contrib
70,жидкостей,Contrib
71,в,Contrib
72,пространство,Contrib
73,с,Contrib
74,заданной,Contrib
75,разреженной,Contrib
76,атмосферой,Contrib
77,на,Contrib
78,компактном,Contrib
79,вакуумном,Contrib
80,газодинамическом,Contrib
81,стенде,Contrib
82,.,O
83,Установлено,O
84,",",O
85,что,O
86,длительное,Conc
87,истечение,Conc
88,из,Conc
89,тонкого,Conc
90,капилляра,Conc
91,или,Conc
92,отверстия,Conc
93,малого,Conc
94,диаметра,Conc
95,в,Conc
96,вакуум,Conc
97,или,Conc
98,сильно,Conc
99,разреженную,Conc
100,газовую,Conc
101,среду,Conc
102,существенно,Conc
103,отличается,Conc
104,от,Conc
105,хорошо,Conc
106,изученных,Conc
107,режимов,Conc
108,истечения,Conc
109,в,Conc
110,плотную,Conc
111,газовую,Conc
112,среду,Conc
113,",",Conc
114,а,Conc
115,также,Conc
116,от,Conc
117,импульсных,Conc
118,режимов,Conc
119,истечения,Conc
120,в,Conc
121,вакуум,Conc
122,.,O
123,В,O
124,работе,O
125,описаны,Contrib
126,основные,Contrib
127,особенности,Contrib
128,течения,Contrib
129,и,Contrib
130,условия,Contrib
131,возникновения,Contrib
132,неустойчивости,Contrib
133,.,O
134,Показано,O
135,",",O
136,что,O
137,длительное,Conc
138,течение,Conc
139,микроструи,Conc
140,жидкости,Conc
141,в,Conc
142,вакууме,Conc
143,обладает,Conc
144,высокой,Conc
145,степенью,Conc
146,поверхностной,Conc
147,неустойчивости,Conc
148,с,Conc
149,большим,Conc
150,количеством,Conc
151,внезапных,Conc
152,изменений,Conc
153,направления,Conc
154,",",Conc
155,структуры,Conc
156,и,Conc
157,наблюдаемой,Conc
158,плотности,Conc
159,.,O
160,Предложено,Contrib
161,объяснение,Contrib
162,причин,Contrib
163,разрушения,Contrib
164,микроструи,Contrib
165,",",O
166,обусловленных,Conc
167,преимущественно,Conc
168,совокупностью,Conc
169,капиллярной,Conc
170,неустойчивости,Conc
171,и,Conc
172,интенсивного,Conc
173,испарения,Conc
174,перегретой,Conc
175,жидкости,Conc
176,с,Conc
177,поверхности,Conc
178,струи,Conc
179,с,Conc
180,образованием,Conc
181,поверхностных,Conc
182,газовых,Conc
183,каверн,Conc
184,",",Conc
185,вызывающих,Conc
186,взрывное,Conc
187,разрушение,Conc
188,микроструи,Conc
189,и,Conc
190,выброс,Conc
191,парожидкостных,Conc
192,капель,Conc
193,.,O
