id,token,tag
0,Кафедра,O
1,физико-технической,O
2,информатики,O
3,физического,O
4,факультета,O
5,НГУ,O
6,готовит,O
7,специалистов,O
8,в,O
9,области,O
10,программного,O
11,и,O
12,аппаратного,O
13,обеспечения,O
14,физических,O
15,экспериментов,O
16,",",O
17,хранения,O
18,и,O
19,обработки,O
20,информации,O
21,.,O
22,Программа,O
23,курсов,O
24,кафедры,O
25,предполагает,O
26,изучение,O
27,методов,O
28,программирования,O
29,",",O
30,информационных,O
31,технологий,O
32,и,O
33,аппаратного,O
34,обеспечения,O
35,экспериментальных,O
36,установок,O
37,в,O
38,дополнение,O
39,к,O
40,фундаментальному,O
41,образованию,O
42,в,O
43,области,O
44,физики,O
45,и,O
46,математики,O
47,",",O
48,которое,O
49,получают,O
50,все,O
51,студенты,O
52,ФФ,O
53,НГУ,O
54,.,O
55,Выпускники,O
56,кафедры,O
57,–,O
58,специалисты,O
59,в,O
60,области,O
61,информационных,O
62,технологий,O
63,с,O
64,универсальной,O
65,общефизической,O
66,подготовкой,O
67,.,O
