id,token,tag
0,Произведена,O
1,оптимизация,Contrib
2,параметров,Contrib
3,лазерной,Contrib
4,наплавки,Contrib
5,для,Contrib
6,получения,Contrib
7,качественного,Contrib
8,единичного,Contrib
9,трека,Contrib
10,.,O
11,В,O
12,качестве,O
13,материала,O
14,наплавки,O
15,был,O
16,использован,O
17,порошок,O
18,алюминида,O
19,никеля,O
20,(,O
21,Ni3Al,O
22,),O
23,–,O
24,ПН85Ю15,O
25,.,O
26,В,O
27,ходе,O
28,работы,O
29,было,O
30,получено,Contrib
31,60,Contrib
32,образцов,Contrib
33,",",Contrib
34,наплавленных,Contrib
35,при,Contrib
36,различных,Contrib
37,параметрах,Contrib
38,мощности,Contrib
39,",",Contrib
40,скорости,Contrib
41,сканирования,Contrib
42,",",Contrib
43,положения,Contrib
44,фокуса,Contrib
45,лазерного,Contrib
46,луча,Contrib
47,относительно,Contrib
48,поверхности,Contrib
49,порошкового,Contrib
50,слоя,Contrib
51,.,O
52,Были,O
53,измерены,Contrib
54,геометрические,Contrib
55,характеристики,Contrib
56,полученных,Contrib
57,единичных,Contrib
58,треков,Contrib
59,.,O
60,Обнаружено,O
61,",",O
62,что,O
63,размеры,Conc
64,единичных,Conc
65,треков,Conc
66,уменьшаются,Conc
67,с,Conc
68,ростом,Conc
69,скорости,Conc
70,.,O
71,Повышение,Conc
72,мощности,Conc
73,лазерного,Conc
74,излучения,Conc
75,приводит,Conc
76,к,Conc
77,увеличению,Conc
78,ширины,Conc
79,и,Conc
80,высоты,Conc
81,единичного,Conc
82,трека,Conc
83,",",Conc
84,а,Conc
85,также,Conc
86,к,Conc
87,увеличению,Conc
88,глубины,Conc
89,проплавления,Conc
90,подложки,Conc
91,.,O
92,Исследована,Contrib
93,зависимость,Contrib
94,геометрических,Contrib
95,характеристик,Contrib
96,единичных,Contrib
97,треков,Contrib
98,от,Contrib
99,температуры,Contrib
100,ванны,Contrib
101,расплава,Contrib
102,.,O
103,Также,O
104,в,O
105,работе,O
106,была,O
107,измерена,Contrib
108,микротвердость,Contrib
109,полученных,Contrib
110,образцов,Contrib
111,",",Contrib
112,найдена,Contrib
113,зависимость,Contrib
114,микротвердости,Contrib
115,образцов,Contrib
116,от,Contrib
117,скорости,Contrib
118,сканирования,Contrib
119,.,O
120,Обнаружено,O
121,",",O
122,что,O
123,микротвердость,Conc
124,полученных,Conc
125,образцов,Conc
126,коррелирует,Conc
127,с,Conc
128,количеством,Conc
129,энергии,Conc
130,",",Conc
131,сообщенной,Conc
132,порошковому,Conc
133,слою,Conc
134,и,Conc
135,температурой,Conc
136,ванны,Conc
137,расплава,Conc
138,.,O
139,Установлено,O
140,",",O
141,что,O
142,совокупность,Conc
143,экспериментальных,Conc
144,данных,Conc
145,описывается,Conc
146,в,Conc
147,обобщенных,Conc
148,пространственных,Conc
149,и,Conc
150,энергетических,Conc
151,координатах,Conc
152,линейной,Conc
153,зависимостью,Conc
154,.,O
