id,token,tag
0,Статья,O
1,описывает,O
2,моделирование,Contrib
3,высоковольтного,Contrib
4,источника,Contrib
5,питания,Contrib
6,для,Contrib
7,ускорителя,Contrib
8,ЭЛВ-15,Contrib
9,.,O
10,Рассматриваются,Contrib
11,электромагнитные,Contrib
12,параметры,Contrib
13,выпрямителя,Contrib
14,",",O
15,оцениваются,Contrib
16,пульсации,Contrib
17,и,Contrib
18,стабильность,Contrib
19,ускоряющего,Contrib
20,напряжения,Contrib
21,.,O
22,Рассчитана,Contrib
23,напряженность,Contrib
24,электрического,Contrib
25,поля,Contrib
26,в,Contrib
27,источнике,Contrib
28,.,O
