id,token,tag
0,В,O
1,работе,O
2,рассматривается,Contrib
3,метод,Contrib
4,определения,Contrib|Task
5,критической,Contrib|Task
6,точки,Contrib|Task
7,фазового,Contrib|Task
8,перехода,Contrib|Task
9,II,Contrib|Task
10,рода,Contrib|Task
11,модели,Contrib|Task
12,Изинга,Contrib|Task
13,на,Contrib|Task
14,квадратной,Contrib|Task
15,решётке,Contrib|Task
16,с,Contrib
17,применением,Contrib
18,свёрточной,Contrib|Method
19,нейронной,Contrib|Method
20,сети,Contrib|Method
21,.,O
22,Данные,O
23,для,O
24,обучения,O
25,и,O
26,анализа,O
27,получены,O
28,с,O
29,помощью,O
30,Монте-Карло,Method
31,моделирования,Method
32,(,O
33,алгоритм,Method
34,Метрополиса,Method
35,),O
36,.,O
37,Нейронная,Method
38,сеть,Method
39,обучалась,O
40,на,O
41,данных,O
42,",",O
43,соответствующих,O
44,низкотемпературной,O
45,фазе,O
46,–,O
47,ферромагнитной,O
48,и,O
49,высокотемпературной,O
50,–,O
51,парамагнитной,O
52,",",O
53,соответственно,O
54,.,O
55,После,O
56,обучения,O
57,нейронная,O
58,сеть,O
59,анализировала,O
60,входные,O
61,данные,O
62,из,O
63,всего,O
64,температурного,O
65,диапазона,O
66,:,O
67,от,O
68,"0,1",O
69,до,O
70,"5,0",O
71,(,O
72,в,O
73,безразмерных,O
74,величинах,O
75,J,O
76,),O
77,и,O
78,определяла,O
79,точку,O
80,Кюри,O
81,T,O
82,.,O
