id,token,tag
0,Для,O
1,описания,Contrib
2,поведения,Contrib
3,амплитуды,Contrib
4,колебаний,Contrib
5,конически-сферической,Contrib
6,модели,Contrib
7,на,Contrib
8,поперечной,Contrib
9,державке,Contrib
10,при,Contrib
11,числе,Contrib
12,Маха,Contrib
13,М,Contrib
14,=,Contrib
15,"2,3",Contrib
16,была,O
17,использована,O
18,полиномиальная,O
19,зависимость,O
20,функции,Method
21,вязкого,Method
22,демпфирования,Method
23,.,O
24,В,O
25,качестве,O
26,функции,O
27,вязкого,O
28,демпфирования,O
29,был,O
30,взят,O
31,полином,Method
32,4-й,Method
33,степени,Method
34,",",O
35,что,O
36,дало,O
37,возможность,O
38,описать,O
39,два,O
40,предельных,O
41,цикла,O
42,",",O
43,наблюдаемых,O
44,в,O
45,экспериментах,O
46,.,O
47,Коэффициенты,Contrib
48,полинома,Contrib
49,были,Contrib
50,определены,Contrib
51,и,O
52,показали,Conc
53,хорошее,Conc
54,соответствие,Conc
55,численному,Conc
56,решению,Conc
57,предложенного,Conc
58,уравнения,Conc|Method
59,динамики,Conc|Method
60,.,O
