id,token,tag
0,Проведено,Contrib
1,экспериментальное,Contrib
2,исследование,Contrib
3,влияния,Contrib
4,продольных,Contrib
5,вихрей,Contrib
6,",",Contrib
7,порождаемых,Contrib
8,слабыми,Contrib
9,ударными,Contrib
10,волнами,Contrib
11,",",Contrib
12,на,Contrib
13,ламинарно-турбулентный,Contrib
14,переход,Contrib
15,в,Contrib
16,пограничном,Contrib
17,слое,Contrib
18,плоской,Contrib
19,пластины,Contrib
20,при,Contrib
21,числе,Contrib
22,Маха,Contrib
23,2,Contrib
24,.,O
25,Для,O
26,усиления,O
27,эффекта,O
28,порождения,O
29,продольных,O
30,вихрей,O
31,использована,O
32,модель,O
33,с,O
34,радиусом,O
35,притупления,O
36,передней,O
37,кромки,O
38,"0,5",O
39,мм,O
40,.,O
41,Измерения,O
42,интенсивности,O
43,возмущений,O
44,проводились,O
45,термоанемометром,O
46,постоянного,O
47,сопротивления,O
48,и,O
49,однониточным,O
50,датчиком,O
51,.,O
52,Для,O
53,изменения,O
54,чисел,O
55,Рейнольдса,O
56,в,O
57,потоке,O
58,использовался,O
59,метод,Method
60,варьирования,Method
61,давления,Method
62,в,Method
63,форкамере,Method
64,сверхзвуковой,Method
65,аэродинамической,Method
66,трубы,Method
67,.,O
68,По,O
69,условиям,O
70,экспериментов,O
71,уровень,O
72,возмущений,O
73,массового,O
74,расхода,O
75,в,O
76,рабочей,O
77,части,O
78,Т-325,O
79,ИТПМ,O
80,СО,O
81,РАН,O
82,не,O
83,превышал,O
84,"0,1",O
85,%,O
86,от,O
87,величины,O
88,среднего,O
89,течения,O
90,в,O
91,диапазоне,O
92,частот,O
93,от,O
94,"0,2",O
95,до,O
96,50,O
97,кГц,O
98,.,O
99,В,O
100,данной,O
101,работе,O
102,впервые,O
103,получено,O
104,",",O
105,что,O
106,стационарные,Conc
107,продольные,Conc
108,вихри,Conc
109,",",Conc
110,возникающие,Conc
111,в,Conc
112,пограничном,Conc
113,слое,Conc
114,плоской,Conc
115,пластины,Conc
116,в,Conc
117,результате,Conc
118,воздействия,Conc
119,пары,Conc
120,слабых,Conc
121,ударных,Conc
122,волн,Conc
123,на,Conc
124,ее,Conc
125,переднюю,Conc
126,кромку,Conc
127,",",Conc
128,приводят,Conc
129,к,Conc
130,раннему,Conc
131,ламинарнотурбулентному,Conc
132,переходу,Conc
133,при,Conc
134,разных,Conc
135,числах,Conc
136,Рейнольдса,Conc
137,.,O
138,В,Conc
139,случае,Conc
140,однородного,Conc
141,пограничного,Conc
142,слоя,Conc
143,переход,Conc
144,достигается,Conc
145,при,Conc
146,Rex,Conc
147,≈,Conc
148,"3,1",Conc
149,×,Conc
150,106,Conc
151,",",Conc
152,а,Conc
153,при,Conc
154,измерениях,Conc
155,в,Conc
156,области,Conc
157,вихрей,Conc
158,от,Conc
159,ударных,Conc
160,волн,Conc
161,при,Conc
162,значениях,Conc
163,Rex,Conc
164,≈,Conc
165,"1,5",Conc
166,×,Conc
167,106,Conc
168,и,Conc
169,Rex,Conc
170,≈,Conc
171,2,Conc
172,×,Conc
173,106,Conc
174,.,O
