id,token,tag
0,В,O
1,ИЯФ,O
2,СО,O
3,РАН,O
4,совместно,O
5,с,O
6,РФЯЦ,O
7,ВНИИТФ,O
8,ведутся,O
9,исследования,O
10,",",O
11,направленные,O
12,на,O
13,получение,Task
14,в,Task
15,линейном,Task
16,индукционном,Task
17,ускорителе,Task
18,(,Task
19,ЛИУ,Task
20,),Task
21,пучка,Task
22,релятивистских,Task
23,электронов,Task
24,с,Task
25,энергией,Task
26,до,Task
27,20,Task
28,МэВ,Task
29,",",Task
30,током,Task
31,до,Task
32,2,Task
33,кА,Task
34,и,Task
35,длительностью,Task
36,до,Task
37,200,Task
38,нс,Task
39,при,Task
40,нормализованном,Task
41,эмиттансе,Task
42,около,Task
43,1000,Task
44,π,Task
45,*,Task
46,мм,Task
47,*,Task
48,мрад,Task
49,.,O
50,Генерация,O
51,электронных,O
52,пучков,O
53,с,O
54,такими,O
55,параметрами,O
56,требует,O
57,тщательного,O
58,исследования,O
59,всех,O
60,основных,O
61,источников,O
62,возмущений,O
63,траекторий,O
64,электронов,O
65,пучка,O
66,",",O
67,создаваемых,O
68,различного,O
69,рода,O
70,неустойчивостями,O
71,",",O
72,возникающими,O
73,при,O
74,транспортировке,O
75,и,O
76,ускорении,O
77,сильноточного,O
78,пучка,O
79,в,O
80,ускорительной,O
81,структуре,O
82,ЛИУ,O
83,.,O
84,Для,O
85,проведения,Contrib
86,экспериментальной,Contrib
87,серии,Contrib
88,по,Contrib
89,измерению,Contrib
90,динамики,Contrib
91,поперечных,Contrib
92,колебаний,Contrib
93,пучка,Contrib
94,был,O
95,использован,O
96,набор,O
97,быстрых,O
98,трансформаторов,O
99,тока,O
100,",",O
101,применяемых,O
102,для,O
103,регистрации,O
104,тока,O
105,пучка,O
106,и,O
107,полей,O
108,мод,O
109,",",O
110,возбуждаемых,O
111,этим,O
112,пучком,O
113,в,O
114,структуре,O
115,.,O
116,Данные,O
117,измерения,O
118,проведены,O
119,при,O
120,прохождении,O
121,в,O
122,структуре,O
123,пучка,O
124,электронов,O
125,с,O
126,энергией,O
127,"8,5",O
128,МэВ,O
129,и,O
130,током,O
131,1,O
132,кА,O
133,в,O
134,различных,O
135,режимах,O
136,по,O
137,величине,O
138,фокусирующих,O
139,магнитных,O
140,полей,O
141,в,O
142,ЛИУ,O
143,.,O
144,В,O
145,результате,O
146,проведенных,O
147,измерений,O
148,были,O
149,зарегистрированы,Conc
150,колебания,Conc
151,электромагнитного,Conc
152,поля,Conc
153,собственных,Conc
154,мод,Conc
155,в,Conc
156,ускорительных,Conc
157,модулях,Conc
158,ЛИУ,Conc
159,",",O
160,и,O
161,была,O
162,установлена,Conc
163,зависимость,Conc
164,амплитуды,Conc
165,колебаний,Conc
166,ЭМ-поля,Conc
167,этих,Conc
168,мод,Conc
169,от,Conc
170,номера,Conc
171,ускорительного,Conc
172,модуля,Conc
173,.,O
174,Эта,O
175,зависимость,Contrib
176,была,Contrib
177,сопоставлена,Contrib
178,с,Contrib
179,результатом,Contrib
180,моделирования,Contrib
181,динамики,Contrib
182,развития,Contrib
183,поперечной,Contrib
184,неустойчивости,Contrib
185,в,Contrib
186,ЛИУ,Contrib
187,",",O
188,которое,O
189,проведено,O
190,с,O
191,использованием,O
192,созданного,Contrib
193,программного,Contrib
194,комплекса,Contrib
195,",",O
196,что,O
197,в,O
198,итоге,O
199,позволило,O
200,определить,Contrib
201,величину,Contrib
202,инкремента,Contrib
203,поперечной,Contrib
204,неустойчивости,Contrib
205,релятивистского,Contrib
206,электронного,Contrib
207,пучка,Contrib
208,в,Contrib
209,данных,Contrib
210,экспериментальных,Contrib
211,условиях,Contrib
212,.,O
213,Исходя,O
214,из,O
215,полученных,O
216,результатов,O
217,проведен,Contrib
218,анализ,Contrib
219,возможности,Contrib
220,использования,Contrib
221,пучка,Contrib
222,",",Contrib
223,генерируемого,Contrib
224,ЛИУ,Contrib
225,",",Contrib
226,в,Contrib
227,качестве,Contrib
228,драйвера,Contrib
229,ЛСЭ-генератора,Contrib
230,когерентных,Contrib
231,импульсов,Contrib
232,ТГц-излучения,Contrib
233,в,Contrib
234,диапазоне,Contrib
235,частот,Contrib
236,"0,3–1,2",Contrib
237,ТГц,Contrib
238,с,Contrib
239,субгигаваттным,Contrib
240,уровнем,Contrib
241,мощности,Contrib
242,.,O
